premise	hypothesis	label
Does it seem that I am striving to do it correctly?	I'm trying to finish my work in the next week.	1
Nevertheless, the animals were scattered in the streets, especially the goats.	The goats ran away from the stable every day.	1
Nevertheless, the animals were scattered in the streets, especially the goats.	Don't let the goats run away every day.	0
Nevertheless, the animals were scattered in the streets, especially the goats.	And they guarded the goats and protected themselves.	2
The door was locked when we entered.	The doors were wide open.	2
The door was locked when we entered.	We had the keys.	1
The door was locked when we entered.	We entered, only to find the doors locked.	0
And I had to put it together and try to think of it that way.	I need the courage of a mathematician to know what is going on.	1
And I had to put it together and try to think of it that way.	For I am not a skilled mathematician, and I beg you to teach me plainly, that I may know what is going on.	2
And I had to put it together and try to think of it that way.	I have weighed them in the balances of wisdom.	0
And it was much more because the mothers were drunk with drugs.	The mothers can't stop using drugs.	1
And it was much more because the mothers were drunk with drugs.	The mothers are nowhere to be found and are prescribed medications and drugs.	2
And it was much more because the mothers were drunk with drugs.	The mothers are addicted to drugs.	0
Yes, it is beautiful when it rains.	I don't care if it rains.	1
Yes, it is beautiful when it rains.	It is beautiful and rainy.	0
Yes, it is beautiful when it rains.	It was scary that the sun was always shining.	2
People's lives are precious, or you can save someone's life.	Human life is essential to the second way.	1
People's lives are precious, or you can save someone's life.	No human deserves to be honored.	2
People's lives are precious, or you can save someone's life.	Despite his insistence that life is worth living.	0
The boy is astonished that he has a wound worse than an iron thorn.	I've never seen anything with an iron rod.	1
The boy is astonished that he has a wound worse than an iron thorn.	A wire rope is not a problem.	2
The boy is astonished that he has a wound worse than an iron thorn.	There is a difficulty that produces a rod of iron.	0
It sounded like a lot of fun and I was amazed at the amount of things that were allowed.	I'm not surprised that they were rude.	2
It sounded like a lot of fun and I was amazed at the amount of things that were allowed.	I wonder if they gave you the bread with the hands.	1
It sounded like a lot of fun and I was amazed at the amount of things that were allowed.	I was amazed at what they could reveal.	0
But my children are twenty-one and twenty-four years old, so I shouldn't do it.	And I don't need it because my children are in their twenties.	0
But my children are twenty-one and twenty-four years old, so I shouldn't do it.	I should have known that they were full of years.	1
But my children are twenty-one and twenty-four years old, so I shouldn't do it.	I should have known they were both ten and eleven years old.	2
Indeed, people who can work in any field or at any age can be mentally unbalanced when making decisions	Truly, men who are not perfect have good judgment.	0
Indeed, people who can work in any field or at any age can be mentally unbalanced when making decisions	Yes, people who may not be hungry.	1
Indeed, people who can work in any field or at any age can be mentally unbalanced when making decisions	Indeed, people whose decisions are based on irresponsible employees.	2
Yea, they are lifted up in the visitation, and they are lifted up in the visitation in the time of sixty years.	They have been visiting since 1970.	0
Yea, they are lifted up in the visitation, and they are lifted up in the visitation in the time of sixty years.	They do not like to be visited.	1
Yea, they are lifted up in the visitation, and they are lifted up in the visitation in the time of sixty years.	The visits continue.	2
He will be strong and physically fit.	Can they teach you how to exercise?	0
He will be strong and physically fit.	I like to do physical exercise because I need a heart-healthy diet.	1
He will be strong and physically fit.	I beg you to stop talking like a cripple.	2
That's another thing I haven't thought about.	All wisdom hath known, and therefore hath shewed me the passing of the seasons.	2
That's another thing I haven't thought about.	That's a good point.	0
That's another thing I haven't thought about.	Differences in name are good.	1
he used to go to the governor's office twice a week he was called governor	The daycare is only open to children under five years old.	2
he used to go to the governor's office twice a week he was called governor	And they let them go more than every two weeks, if the governor of the land would do so.	1
he used to go to the governor's office twice a week he was called governor	They remembered him as a great general, but we called him a great general.	0
and that was their goal	And that is what they are striving for.	0
and that was their goal	But this was not their will.	2
and that was their goal	And they worked toward their goal.	1
Protecting a gun is a two-way street	Half a bike can't be bought from one hand working together.	1
Protecting a gun is a two-way street	The best way to defeat guns is to use a two-legged dog to do the job.	2
Protecting a gun is a two-way street	Use both hands if you want to control yourself.	0
and that too was a sudden revelation that called to a place I did not know where it came from but	I don't know where it came from, but it was fast.	0
and that too was a sudden revelation that called to a place I did not know where it came from but	It happened quickly, but I knew where it would come from.	1
and that too was a sudden revelation that called to a place I did not know where it came from but	And it came to pass that it was sweet, and I knew exactly when it would be.	2
I have fought the good fight, I have finished the race, I have kept the faith.	I don't know anything about that.	0
I have fought the good fight, I have finished the race, I have kept the faith.	I am not wise in love.	1
I have fought the good fight, I have finished the race, I have kept the faith.	I've been studying it for years.	2
surely the monkeys know	He thinks they know he's a miracle worker.	1
surely the monkeys know	No, it is not.	2
surely the monkeys know	Yes, she is very, very beautiful.	0
does it really mean that you will get something if you eat tobacco like you would take	He suggests that he buy a vacuum.	2
does it really mean that you will get something if you eat tobacco like you would take	He indicates that he is looking for a hammer to use on the floor.	0
does it really mean that you will get something if you eat tobacco like you would take	He wanted to eat meat that had been dipped in blood.	1
Not far from here, we had a shooting in the alley about three years from our house	The shooting was less than a hundred yards from where I live	2
Not far from here, we had a shooting in the alley about three years from our house	The shooting took place near my house, so I was anxious to go outside	1
Not far from here, we had a shooting in the alley about three years from our house	A shooting took place near my house, at least in this district	0
It is true that it does not justify injustice.	I don't agree with you, it happens all the time.	2
It is true that it does not justify injustice.	For I know that thou shalt be justified in this matter.	1
It is true that it does not justify injustice.	And thou art just in that it hath not been.	0
I try not to stay up late.	I'm going to confirm it.	0
I try not to stay up late.	I'm doing the best I can.	1
I try not to stay up late.	I would turn my back and look at the things behind me.	2
We set out on a journey that will take us into the future without the knowledge of modern technology	We are building the right technology needs for the future	0
We set out on a journey that will take us into the future without the knowledge of modern technology	We build machines, so our future will depend on AI	1
We set out on a journey that will take us into the future without the knowledge of modern technology	We want to stop the advancement of technology	2
In this illustration, the human germ is transformed into a column of time	Overall, only half of the human genome has the potential to become a column of time	2
In this illustration, the human germ is transformed into a column of time	It's possible that all human microbes will change their color	0
In this illustration, the human germ is transformed into a column of time	In some cases, the human genome has been sequenced.	1
Daniel Yamins is a mathematician by training.	Mr. Yamins is very good at mathematics.	0
Daniel Yamins is a mathematician by training.	Mr. Yamin's interests are all in algebraic geometry.	1
Daniel Yamins is a mathematician by training.	Mr. Yamins is a skilled craftsman but not very good at mathematics.	2
And if so, to what extent?	I know you've traveled this far.	2
And if so, to what extent?	I want to know, is it common in England?	1
And if so, to what extent?	And the speaker wants to know exactly how many times he goes to this place	0
There's, I think, some kind of molecular anomaly like the evolution of the biosphere that changes everything in the environment of life.	The landscape that supports life changes many times.	0
There's, I think, some kind of molecular anomaly like the evolution of the biosphere that changes everything in the environment of life.	The earth that yields life is shaken because of the heat.	1
There's, I think, some kind of molecular anomaly like the evolution of the biosphere that changes everything in the environment of life.	The earth's biological makeup has not changed.	2
At this speed, regular crystals cannot store large amounts of information.	Regular crystals can store large amounts of information.	2
At this speed, regular crystals cannot store large amounts of information.	Regular crystals are not designed to store information.	0
At this speed, regular crystals cannot store large amounts of information.	There are some glowing stones that require laser beams to punch out geographic information.	1
Therefore, adults do not need to teach children in private, as if they were teaching a youngster to be a watchman or to do sports or similar activities.	Preschoolers are more likely to engage in playful worship than to drive and ride in a carriage	2
Therefore, adults do not need to teach children in private, as if they were teaching a youngster to be a watchman or to do sports or similar activities.	Preschoolers don't need as much help to learn as they do to play with toys	0
Therefore, adults do not need to teach children in private, as if they were teaching a youngster to be a watchman or to do sports or similar activities.	A schoolchild does not need the knowledge of astrology in order to find out mysteries on his own.	1
The nation was born free and founded on the principle that all men are created equal.	He writes the same way in many of his letters, speaking in them of these matters.	1
The nation was born free and founded on the principle that all men are created equal.	Some nerds believe that all men are created equal	0
The nation was born free and founded on the principle that all men are created equal.	The nation was founded on the belief that some people are better than others	2
How much more should I praise him?	I'm relieved that there's no one to blame for his failure	2
How much more should I praise him?	I wonder if she needs more appreciation from me	0
How much more should I praise him?	Shall I praise him more for his scales?	1
The theory of spin technology can be formulated in terms of dierent dimensions.	Other geometries may be useful in the theory of spin theory.	0
The theory of spin technology can be formulated in terms of dierent dimensions.	Spin technology plays an important role in preserving the integrity of the spinning process.	1
The theory of spin technology can be formulated in terms of dierent dimensions.	Spin technicians are unable to provide a precise estimate of the diameter.	2
(Laughter) No, no, I don't want them to die!	I don't want you to die!	0
(Laughter) No, no, I don't want them to die!	I don't care if they die!	2
(Laughter) No, no, I don't want them to die!	My heart aches when they die!	1
She was publicly canonized on October 19, 1875 in San Jose, California.	There was an outbreak of plague in California in 1875	0
She was publicly canonized on October 19, 1875 in San Jose, California.	They found him innocent and let him go.	2
She was publicly canonized on October 19, 1875 in San Jose, California.	He was hanged on the gallows of his horse	1
In the turmoil of the law there is a green glow in the sea of dry waters.	And the sea was dark and deep, and it was as thick as a rock.	2
In the turmoil of the law there is a green glow in the sea of dry waters.	There were a great many fish in the sea near the boat, which was being washed by the sea.	1
In the turmoil of the law there is a green glow in the sea of dry waters.	And the sea was green, as if it were boiling.	0
The newly elected president is seeking to fill a vacancy left by the violence of 1860.	By the 1870's, the country was in turmoil.	2
The newly elected president is seeking to fill a vacancy left by the violence of 1860.	The 1860s were a turbulent time.	0
The newly elected president is seeking to fill a vacancy left by the violence of 1860.	The desire of newcomers to expand employment opportunities is undeniable.	1
Any major concern, he explains, is manifested in the interaction between the child and his or her representatives as they engage in collaborative work.	Children can't share the thoughts of heaven.	2
Any major concern, he explains, is manifested in the interaction between the child and his or her representatives as they engage in collaborative work.	Exorcism is one of the most popular rituals that has been practiced for many generations.	1
Any major concern, he explains, is manifested in the interaction between the child and his or her representatives as they engage in collaborative work.	Collaborative longevity is a factor that sometimes contributes to higher consciousness.	0
Some districts have rezadores or rezadoras, spiritual leaders who lead the community in funeral prayers, celebration of saints' feasts and during the absence of the priest.	And there were no spiritual leaders in the provincial councils who were not priests.	2
Some districts have rezadores or rezadoras, spiritual leaders who lead the community in funeral prayers, celebration of saints' feasts and during the absence of the priest.	Some of the districts had spiritual directors who were not priests.	0
Some districts have rezadores or rezadoras, spiritual leaders who lead the community in funeral prayers, celebration of saints' feasts and during the absence of the priest.	Some of the leaders of the demons were dark-haired and had black hair.	1
In children's play, opportunities for interaction and togetherness are situated in hierarchies that can help children balance and differentiate between people's desires, beliefs and attitudes.	Children can learn to be like people and to distinguish between them.	0
In children's play, opportunities for interaction and togetherness are situated in hierarchies that can help children balance and differentiate between people's desires, beliefs and attitudes.	Children can learn about the variety of athletic competitions.	1
In children's play, opportunities for interaction and togetherness are situated in hierarchies that can help children balance and differentiate between people's desires, beliefs and attitudes.	Children cannot learn anything.	2
After the war, German constitutional law was the best, the most thoroughly criminal of Nazi constitutional law.	The Nazi regime allowed it.	2
After the war, German constitutional law was the best, the most thoroughly criminal of Nazi constitutional law.	The Holocaust took its toll on everyone.	1
After the war, German constitutional law was the best, the most thoroughly criminal of Nazi constitutional law.	The Nazi occupation brought it to an end.	0
Sonja has learned to imitate her daughter's temper.	And no one shares his wrath.	2
Sonja has learned to imitate her daughter's temper.	Sonja is a child.	0
Sonja has learned to imitate her daughter's temper.	Sonja was tired.	1
In the fifty-five years preceding the civil war, the court had not exercised much of its power.	The Senate exercised its power several times in the years before the Civil War.	0
In the fifty-five years preceding the civil war, the court had not exercised much of its power.	The Senate exercised its power four times during the fifty-five years preceding the Civil War.	1
In the fifty-five years preceding the civil war, the court had not exercised much of its power.	The court exercised its power five million times in the fifty-five years before the Civil War.	2
I confess to thee, my lord, that I have afflicted them all.	I have told you that I was given knowledge of everything.	0
I confess to thee, my lord, that I have afflicted them all.	It was the researcher's death that hurt me	1
I confess to thee, my lord, that I have afflicted them all.	How many a time did he rebuke me, and how many a time did he reprove me!	2
The noise roused Captain Blood from his anxious rage.	Capt. Blood was able to think about his anxiety-inducing anger without asking her	2
The noise roused Captain Blood from his anxious rage.	Captain Blood's concern was prevented by Dede	0
The noise roused Captain Blood from his anxious rage.	The puppy's tail knocked the captain out of his worry	1
But I have fond memories of my days as a slave in my uncle's home in Barbados, where I was treated kindly.	When I was a slave in Barbados, I was treated kindly.	0
But I have fond memories of my days as a slave in my uncle's home in Barbados, where I was treated kindly.	They are cruel and cruel, and they treat me as if I were dirty.	2
But I have fond memories of my days as a slave in my uncle's home in Barbados, where I was treated kindly.	For all the days of my life I have been plagued and afflicted.	1
That, more than three miles distant, was the asphalt - an imperfect wall with a green facade that filled the dry land to the west.	The earth is full of mothers, and you have seen them.	0
That, more than three miles distant, was the asphalt - an imperfect wall with a green facade that filled the dry land to the west.	And the land that is surrounded by waters is drawing near to nothingness.	1
That, more than three miles distant, was the asphalt - an imperfect wall with a green facade that filled the dry land to the west.	And no land could be seen afar off, and only the endless coal could be seen.	2
I am the agent of His Majesty in this atrocity, and my Lord Sunderland's nearest relative.	And the Almighty had mediators, and I was one of them.	0
I am the agent of His Majesty in this atrocity, and my Lord Sunderland's nearest relative.	I was sent by the governor last week with hundreds of dollars.	1
I am the agent of His Majesty in this atrocity, and my Lord Sunderland's nearest relative.	I take counsel from the Almighty.	2
And he said, I have given it into thy hand, that it may be as I have done, and as I have done.	You never thought that they were in debt.	2
And he said, I have given it into thy hand, that it may be as I have done, and as I have done.	And he ate and drank, and said, Thou shalt not feed me, and thou shalt not feed the beggar.	1
And he said, I have given it into thy hand, that it may be as I have done, and as I have done.	He thought he owed you a debt.	0
I should have known better than to approach Jamaica at night.	My flight approached Jamaica as the sun was setting.	0
I should have known better than to approach Jamaica at night.	I traveled to Jamaica on a large boat.	1
I should have known better than to approach Jamaica at night.	My wife and I arrived in Jamaica in the late afternoon.	2
Blood's mind was on that meal and another meal as he rested on the bed.	Blood fell asleep when you didn't sleep on his bed.	2
Blood's mind was on that meal and another meal as he rested on the bed.	Blood meditated on it while he was there.	0
Blood's mind was on that meal and another meal as he rested on the bed.	Blood was thinking about the last time he saw his mother.	1
Yea, now will I tell thee, and thou shalt know.	And now let me tell you a story.	0
Yea, now will I tell thee, and thou shalt know.	I won't say anything to you.	2
Yea, now will I tell thee, and thou shalt know.	The reason for this is that you promised to rebuild on the land I told you about.	1
In what ways?	Someone asks which roads they take.	0
In what ways?	The beggar was lonely, and there was no one to talk to him.	2
In what ways?	And the beggar moves on and must see him as soon as he passes by.	1
I did not follow the king's orders carefully.	I command the King to give me an office contrary to the doctrine.	1
I did not follow the king's orders carefully.	I think very carefully about the King's household.	0
I did not follow the king's orders carefully.	I have written a decree that the king's office should be given to you without a second thought.	2
He understands that he may have to turn back quickly.	He understands that he has all the days of his life to spare.	2
He understands that he may have to turn back quickly.	He understands it and must act quickly.	0
He understands that he may have to turn back quickly.	Wherever he may be, he will be found.	1
And he, who did the same thing when you did what you ought to have done nine years later, says, but now he speaks sorrowfully, and he is not ashamed.	And he would not that he should slay him, and there were many men with him three years.	1
And he, who did the same thing when you did what you ought to have done nine years later, says, but now he speaks sorrowfully, and he is not ashamed.	He speaks with enthusiasm about his work and personality.	2
And he, who did the same thing when you did what you ought to have done nine years later, says, but now he speaks sorrowfully, and he is not ashamed.	He spoke a language that was tragic.	0
And I thought that afterwards thou shouldst bear the fruit of thy habitation.	I suppose that's the kind of thing some drunkards do.	0
And I thought that afterwards thou shouldst bear the fruit of thy habitation.	Let me read about some of their drinks, and their customs.	1
And I thought that afterwards thou shouldst bear the fruit of thy habitation.	I suppose it's not uncommon for people like you.	2
He made his eyes twinkle.	Her face lit up with a smile.	2
He made his eyes twinkle.	He got the impression that his stomach was full of ice.	1
He made his eyes twinkle.	And you know him.	0
He saw her very well, but he knew her sorrow very well, and she knew him so well that her speech was unchanged.	He frowns when he sees her face.	0
He saw her very well, but he knew her sorrow very well, and she knew him so well that her speech was unchanged.	Her face lit up when she realized that she had been touched by it.	2
He saw her very well, but he knew her sorrow very well, and she knew him so well that her speech was unchanged.	He didn't know that his brother was behind him.	1
And it came to pass in the time of rest, that he opened the gate, and went through the great doors into the porch.	"And he said to them, ""If you do not believe in me, you will not believe in me; but if you believe in me, you will believe in me""."	2
And it came to pass in the time of rest, that he opened the gate, and went through the great doors into the porch.	The entrance to the courtyard is by a wide gateway.	1
And it came to pass in the time of rest, that he opened the gate, and went through the great doors into the porch.	There are two large doors leading to the portico.	0
If he could be pardoned, no doubt he would have spoken the truth.	He thought that someone could get to the hut.	0
If he could be pardoned, no doubt he would have spoken the truth.	He is a policeman who distributed ammunition.	1
If he could be pardoned, no doubt he would have spoken the truth.	He tells a rumor that you will escape from prison and escape from the country.	2
How could I endure it? It was a burden to me.	I could not sneak up on them and catch them.	0
How could I endure it? It was a burden to me.	As soon as I saw them, I turned away from them.	2
How could I endure it? It was a burden to me.	And I knew not how to spare them, that I might save them.	1
I bought it last year.	I followed her carefully for a year without recognizing her.	1
I bought it last year.	His servants followed him on foot for seven days.	2
I bought it last year.	I have long looked forward to that time of the year.	0
The museum is not a collection of papers or monuments.	The museum doesn't want to force them either.	1
The museum is not a collection of papers or monuments.	The museum is not a fan of his books.	0
The museum is not a collection of papers or monuments.	The best museum is a collection of papers.	2
This open-air theater is one of Beijing's most exciting tourist attractions.	Beijing has a vibrant street music scene.	0
This open-air theater is one of Beijing's most exciting tourist attractions.	Beijing's street music scene is one of the most vibrant in the world.	1
This open-air theater is one of Beijing's most exciting tourist attractions.	The difficult legal situation in Beijing has led to the city's lack of outdoor music.	2
The large area of the north-western coast allows for a beautiful harbour, but the water and the two beaches are not clean.	There is always water and shore.	2
The large area of the north-western coast allows for a beautiful harbour, but the water and the two beaches are not clean.	The sea and the shore are uninhabitable.	0
The large area of the north-western coast allows for a beautiful harbour, but the water and the two beaches are not clean.	The water is polluted because it is windy.	1
The upper floor is a bank, and the street on which it stands has the unusual name of Milla de Oro, or Golden Mile.	None of the floors have the Golden Mile of banking.	2
The upper floor is a bank, and the street on which it stands has the unusual name of Milla de Oro, or Golden Mile.	The top floor of the Golden Mile is a bank.	0
The upper floor is a bank, and the street on which it stands has the unusual name of Milla de Oro, or Golden Mile.	The upper floors of the Golden Mile are also home to a number of businesses, including a bank.	1
There was a great deal of creativity, including the participation in the early stages of World War II of the British Commonwealth Air Training Plan, in which Canada would use the weather to prepare aircraft for combat.	Canada has a relatively mild climate.	0
There was a great deal of creativity, including the participation in the early stages of World War II of the British Commonwealth Air Training Plan, in which Canada would use the weather to prepare aircraft for combat.	Canada's climate is safe from land mines.	1
There was a great deal of creativity, including the participation in the early stages of World War II of the British Commonwealth Air Training Plan, in which Canada would use the weather to prepare aircraft for combat.	The Canadian flag is dangerous to fly.	2
And they were patient and helpful, though they knew that their shores were beautiful and not their own.	And their anger and hatred against all was so great that now they had to divide the coast.	2
And they were patient and helpful, though they knew that their shores were beautiful and not their own.	And it should be distributed to other people on the shore.	0
And they were patient and helpful, though they knew that their shores were beautiful and not their own.	The distance between them was about a hundred and forty - five miles.	1
Kublai Khan was proclaimed emperor in 1279 on the shores of Beijing's Beihai Lake, where some of his relics are displayed.	Kublai Khan founded a city in Taiwan.	2
Kublai Khan was proclaimed emperor in 1279 on the shores of Beijing's Beihai Lake, where some of his relics are displayed.	Kublai Khan has a treasure in Beijing.	0
Kublai Khan was proclaimed emperor in 1279 on the shores of Beijing's Beihai Lake, where some of his relics are displayed.	Kublai Khan is a man to be respected.	1
A loose confederation of Anglo-Saxon Protestant schools welcomed their children in the Middle East, and wealthy Jewish graduates of Westmount's seminary moved to Toronto.	Jews from Eastern Europe live in harmony with everyone	2
A loose confederation of Anglo-Saxon Protestant schools welcomed their children in the Middle East, and wealthy Jewish graduates of Westmount's seminary moved to Toronto.	The Jews were of no importance to the rest of the party	1
A loose confederation of Anglo-Saxon Protestant schools welcomed their children in the Middle East, and wealthy Jewish graduates of Westmount's seminary moved to Toronto.	The Jews did not bother to join the Anglo crowd	0
If possible, make sure you understand the goal first	I have not gone to his destination; it was enough for you to be happy.	2
If possible, make sure you understand the goal first	Try to understand the goal first, if you can.	0
If possible, make sure you understand the goal first	You will take the lesson if you understand the purpose of the book	1
Its burial, fifty-seven meters below the ground, is made of mud and covers an area of about 1200 sq m.	You buried him fifty meters below the ground	0
Its burial, fifty-seven meters below the ground, is made of mud and covers an area of about 1200 sq m.	And he was a precious man in the sight of men.	1
Its burial, fifty-seven meters below the ground, is made of mud and covers an area of about 1200 sq m.	He has made his burial chamber of wood.	2
Remember that you hid all your possessions in them	Hide your treasure in the trash	0
Remember that you hid all your possessions in them	The cat is interested in many things, including your heritage	1
Remember that you hid all your possessions in them	you don't have to use your clothes to fix things	2
And it came to pass in the four hundred thousand years before he built the palace of Estei, that Milreu was a great house for a great man.	Milreu is ten miles from everything	1
And it came to pass in the four hundred thousand years before he built the palace of Estei, that Milreu was a great house for a great man.	And I cried out in the streets of the land,	0
And it came to pass in the four hundred thousand years before he built the palace of Estei, that Milreu was a great house for a great man.	And Mileru was right in the middle of the city	2
Ocean temperature changes between 18 and 24 degrees C (64 and 75 degrees F)	The heat of the sea is constant, but he does not stay in the shade	0
Ocean temperature changes between 18 and 24 degrees C (64 and 75 degrees F)	Let the heat of the sea be in the heavens continually on all the days of the year.	2
Ocean temperature changes between 18 and 24 degrees C (64 and 75 degrees F)	Behold the scorching heat in the heavens in the heat of the day, the scorching heat	1
Kinabalu National Park is one of the six protected areas in the country.	Kinabalu national park is home to ten elephants and six mammals	1
Kinabalu National Park is one of the six protected areas in the country.	the country has a number of protected areas, including Kinabalu national park	0
Kinabalu National Park is one of the six protected areas in the country.	he has only three protected provinces in the country	2
You'll see a film about Anne's adventures in Amsterdam and photos and artifacts from that time	There are no pictures	2
You'll see a film about Anne's adventures in Amsterdam and photos and artifacts from that time	You will see pictures	0
You'll see a film about Anne's adventures in Amsterdam and photos and artifacts from that time	You'll see some of the original photos	1
Treasure Beach is the only resort in the area, with a handful of hotels scattered over three beaches.	There aren't many hotels for those going to Treasure Beach	0
Treasure Beach is the only resort in the area, with a handful of hotels scattered over three beaches.	There is one four-story hotel for visitors to Treasure Beach	1
Treasure Beach is the only resort in the area, with a handful of hotels scattered over three beaches.	Treasure Beach is one of the most popular resorts in the province.	2
The monsoon season brings heat (though not extreme heat) and warm ocean temperatures, making it ideal for water sports	It may be a hundred or more at a time	2
The monsoon season brings heat (though not extreme heat) and warm ocean temperatures, making it ideal for water sports	The goal is fifty in the summer	1
The monsoon season brings heat (though not extreme heat) and warm ocean temperatures, making it ideal for water sports	Speak up in the face of adversity	0
One of the visitors to the lake, in the hope of giving a drink to one of the water-bearing creatures, had his head cut off, in the hope of obtaining something good.	People don't throw money into it because they think it's bad news	2
One of the visitors to the lake, in the hope of giving a drink to one of the water-bearing creatures, had his head cut off, in the hope of obtaining something good.	People pour gold into it even when there are no instructions to do so	1
One of the visitors to the lake, in the hope of giving a drink to one of the water-bearing creatures, had his head cut off, in the hope of obtaining something good.	People pour gold into the water	0
The port city of Nafplio offers a great place to relax, or eat while sailing.	Nafplio does not have a good vantage point	1
The port city of Nafplio offers a great place to relax, or eat while sailing.	Nafplio called the place evil	2
The port city of Nafplio offers a great place to relax, or eat while sailing.	Nafplio gives the exact location	0
On the Prinsengracht, Otto Frank and his family waited more than two years for their workplace to be discovered	Otto Frank was released on the second day	2
On the Prinsengracht, Otto Frank and his family waited more than two years for their workplace to be discovered	Otto Frank went into hiding for more than fifty months.	0
On the Prinsengracht, Otto Frank and his family waited more than two years for their workplace to be discovered	Otto Frank went into hiding to avoid detection by the Nazis	1
Local governments in many areas have documented the needs of refugees	Local governments can make their own laws	1
Local governments in many areas have documented the needs of refugees	There is no need for local government	2
Local governments in many areas have documented the needs of refugees	We have additional document verification requirements that are imposed by local governments	0
The Academic Council meets from eight to twelve times a month.	The Security Council meets at least nine times a month.	1
