premise	hypothesis	label
And most of them are due to the fact that the mothers are anesthetized.	The mothers use drugs.	0
Well, it rained.	I have no problem with rain.	1
Well, it rained.	It's nice and raining	0
Well, it rained.	Too bad about the endless day.	2
Oh, what a human life is and that you may or may not uplift another.	All lives deserve improvement and second chances.	1
Oh, what a human life is and that you may or may not uplift another.	No one deserves to be bullied.	2
Oh, what a human life is and that you may or may not uplift another.	Without development, what is life worth?	0
He has a strange problem with the wires there.	I've never seen a wiring problem like this.	1
He has a strange problem with the wires there.	The ropes are not the problem.	2
He has a strange problem with the wires there.	There is a problem with these unusual wires.	0
It sounds fascinating to me how many things they agree on.	I am not at all surprised that they were not firm.	2
It sounds fascinating to me how many things they agree on.	I'm surprised they let you in there with food and drink.	1
It sounds fascinating to me how many things they agree on.	I am amazed at what they have avoided.	0
But my two sons are twenty-one and twenty-four years old and so I am not worthy	I don't have to because my children are over twenty years old	0
But my two sons are twenty-one and twenty-four years old and so I am not worthy	They must have been close for years.	1
But my two sons are twenty-one and twenty-four years old and so I am not worthy	I'll fit in because they're both eleven years old.	2
People who may be at work at any time or whose decisions may be influenced should not make decisions	People who lack the ability to make good decisions.	0
People who may be at work at any time or whose decisions may be influenced should not make decisions	Those people may not be hungry.	1
People who may be at work at any time or whose decisions may be influenced should not make decisions	People whose decisions are unmotivated.	2
No, the group has been traveling since the age of sixty	They have been traveling since before 1970.	0
No, the group has been traveling since the age of sixty	They love to travel.	1
No, the group has been traveling since the age of sixty	They have just finished their journey.	2
How to do aerobics	Can you explain how you do aerobics?	0
How to do aerobics	I am interested in aerobics because I need cardiovascular exercise.	1
How to do aerobics	Please stop talking about aerobics.	2
It's so beautiful I didn't even think about it.	It's a bad idea that I dismissed last week.	2
It's so beautiful I didn't even think about it.	That is a good point.	0
It's so beautiful I didn't even think about it.	The paradox you mentioned is a good point.	1
Two-day-a-week care is called nursing care, but you go to a nursing home.	The day care is open daily for children under five years of age only.	2
Two-day-a-week care is called nursing care, but you go to a nursing home.	They were allowed to go more than two days a week if the elderly wanted to.	1
Two-day-a-week care is called nursing care, but you go to a nursing home.	They call it day care for the elderly but it's called a senior center.	0
That was their goal	That is what they longed for.	0
That was their goal	It was not what they wanted.	2
That was their goal	They have reached their goal.	1
Controlling a gun means using both hands	Half of all misfires are caused by the use of one hand.	1
Controlling a gun means using both hands	The best way to control a gun is to use both feet.	2
Controlling a gun means using both hands	Use both hands when practicing gun control.	0
But in front of me there's something that comes out of nowhere but	I don't know where it came from but it's urgent.	0
But in front of me there's something that comes out of nowhere but	It comes quickly, but I think I know where it came from.	1
But in front of me there's something that comes out of nowhere but	It comes out like candy juice and I know exactly when it will come out.	2
Well, I'm not used to it I don't think	I don't know much about it.	0
Well, I'm not used to it I don't think	I'm not interested in romance.	1
Well, I'm not used to it I don't think	I have studied it for years.	2
He was a genius, you know.	I think he knows she was beautiful.	1
He was a genius, you know.	He was a very bad man.	2
He was a genius, you know.	Yes, she was very beautiful.	0
he invented something similar to the pot that he could use	He offered to buy a vacuum.	2
he invented something similar to the pot that he could use	He set out to find a potter.	0
he invented something similar to the pot that he could use	She wanted to purify the blood with a pot.	1
it's very bad out here we just got off the freeway shooting about three blocks from our house	The shooting was at least a hundred miles from where I live.	2
it's very bad out here we just got off the freeway shooting about three blocks from our house	The shooting was close to my house, and I was afraid to go outside.	1
it's very bad out here we just got off the freeway shooting about three blocks from our house	Shots were fired near my house, not here.	0
it's true it really doesn't agree	I disagree with you, he agrees.	2
it's true it really doesn't agree	I think you're right about its consistency.	1
it's true it really doesn't agree	You are right about the inconsistency.	0
i'm trying to hold on	I try to hold on.	0
i'm trying to hold on	I do my best.	1
i'm trying to hold on	I will never look back.	2
We're opening our door to the future of technology.	We are building the necessary leadership for the technological future.	0
We're opening our door to the future of technology.	We build transistors, and now our future will be controlled by AI.	1
We're opening our door to the future of technology.	We want to prevent technology from succeeding.	2
Eventually, for example, all genes become purple.	Eventually, only half the genes can turn purple.	2
Eventually, for example, all genes become purple.	It is possible for genes to change color.	0
Eventually, for example, all genes become purple.	At some point, the genes may turn blue again.	1
Daniel Yamins is a brilliant young mathematician.	Mr. Yamins is good at math.	0
Daniel Yamins is a brilliant young mathematician.	Mr. Yamins' focus is on algebraic geometry.	1
Daniel Yamins is a brilliant young mathematician.	Mr. Yamins is a good illustrator, but a bad mathematician.	2
If so, do they stay close to the border?	As far as I know, they never go near the border.	2
If so, do they stay close to the border?	I want to know, do they live in England?	1
If so, do they stay close to the border?	The speaker wanted an explanation as to how many crossed the line.	0
And I think, there's a molecular signal that the biosphere is pushing to prepare within the survival for the gene pool.	The biosphere is changing dramatically.	0
And I think, there's a molecular signal that the biosphere is pushing to prepare within the survival for the gene pool.	The biosphere changes with the weather.	1
And I think, there's a molecular signal that the biosphere is pushing to prepare within the survival for the gene pool.	The biosphere does not change.	2
With such advances, the age crystal will not hold much information.	Periodic crystals are the ultimate storehouses of information.	2
With such advances, the age crystal will not hold much information.	Periodic crystals are less useful for storing information.	0
With such advances, the age crystal will not hold much information.	There are other types of crystals that are particularly useful for storing environmental information using laser beams.	1
Unfortunately, adults should not teach preschoolers by rote, as they do when helping them solve puzzles or similar tasks.	Preschoolers are better at solving puzzles than at playing imaginary games.	2
Unfortunately, adults should not teach preschoolers by rote, as they do when helping them solve puzzles or similar tasks.	Preschoolers don't need much help with self - manipulation.	0
Unfortunately, adults should not teach preschoolers by rote, as they do when helping them solve puzzles or similar tasks.	Preschoolers need a creative outlet to solve puzzles on their own.	1
This nation was born free and embraced the idea that all men are created equal.	Notes on this concept have been published in a number of supplementary documents.	1
This nation was born free and embraced the idea that all men are created equal.	Others believed that all people were equal.	0
This nation was born free and embraced the idea that all men are created equal.	This nation was founded on the belief that some people are superior to others by birth.	2
Should I praise him too much?	I'm sure I need to punish him for his failure.	2
Should I praise him too much?	I wonder if he lacks my appreciation.	0
Should I praise him too much?	Should I praise him too much for his piano playing?	1
The concepts of spin networks can be constructed in a variety of ways.	Other techniques can be used to construct spin network theories.	0
The concepts of spin networks can be constructed in a variety of ways.	Spin networks are very important for statistical storage technology.	1
The concepts of spin networks can be constructed in a variety of ways.	Spin networks cannot be thought of in different ways.	2
No, no, I do not want you to die!	I don't want you to die!	0
No, no, I do not want you to die!	I don't care if you die!	2
No, no, I do not want you to die!	How sad I would be if you were dead!	1
He was publicly hanged on March 19, 1875, in San Jose, California.	California was committing public murders in the 1875' s.	0
He was publicly hanged on March 19, 1875, in San Jose, California.	All his wrongs were forgiven and he was released.	2
He was publicly hanged on March 19, 1875, in San Jose, California.	He was hanged for sedition and horse theft.	1
In the midst of the turmoil, the blue sea melts away.	The sea was deep blue and as smooth as glass.	2
In the midst of the turmoil, the blue sea melts away.	The sea was full of small fish swimming alongside the boat.	1
In the midst of the turmoil, the blue sea melts away.	The sea was blue and seemed to be churning.	0
The new constitution had largely worked its way out of the turmoil of the 1860s.	By the 1870' s all the laws had collapsed and the country was in turmoil.	2
The new constitution had largely worked its way out of the turmoil of the 1860s.	The 1860' s were a turbulent time.	0
The new constitution had largely worked its way out of the turmoil of the 1860s.	The new law sought to expand the rights of workers.	1
Any high ideals, he points out, as they emerge in public discussions, between the child and the representatives of his culture as they carry out a collective task.	Children are incapable of high thinking.	2
Any high ideals, he points out, as they emerge in public discussions, between the child and the representatives of his culture as they carry out a collective task.	Fishing is another popular pastime shared across cultures.	1
Any high ideals, he points out, as they emerge in public discussions, between the child and the representatives of his culture as they carry out a collective task.	Sharing common interests sometimes helps to share high ideals.	0
Some cities had rezadores, spiritual leaders who prayed for the people for sickness, celebrating holy days, even when the priest was absent.	There were no cities with nonpriestly spiritual leaders.	2
Some cities had rezadores, spiritual leaders who prayed for the people for sickness, celebrating holy days, even when the priest was absent.	Some cities had nonclerical spiritual leaders.	0
Some cities had rezadores, spiritual leaders who prayed for the people for sickness, celebrating holy days, even when the priest was absent.	Some tribal leaders had black hair.	1
Even in community theatres, opportunities to act and combine different roles helped children grasp the similarities and differences between people's passions, beliefs, and attitudes.	Children can learn the similarities and differences between people.	0
Even in community theatres, opportunities to act and combine different roles helped children grasp the similarities and differences between people's passions, beliefs, and attitudes.	Children can learn how different kinds of people are different.	1
Even in community theatres, opportunities to act and combine different roles helped children grasp the similarities and differences between people's passions, beliefs, and attitudes.	Children can learn anything.	2
The great postwar German constitutional art was, at that time, a great victim of the Nazi era.	The Nazi era allowed it.	2
The great postwar German constitutional art was, at that time, a great victim of the Nazi era.	The Nazi era brought death to all concerned.	1
The great postwar German constitutional art was, at that time, a great victim of the Nazi era.	The Nazi era brought it to a halt.	0
Sonja the child began to imitate her daughter's temper.	No one was angry.	2
Sonja the child began to imitate her daughter's temper.	Sonja is a child.	0
Sonja the child began to imitate her daughter's temper.	Sonja was upset.	1
Fifty - five years leading up to the Civil War, Congress used this power reserve.	This power was used sparingly by the Congress for decades leading up to the civil war.	0
Fifty - five years leading up to the Civil War, Congress used this power reserve.	The Congress exercised this power four times in the fifty - five years leading up to the civil war.	1
Fifty - five years leading up to the Civil War, Congress used this power reserve.	Congress used this power five million times in the fifty-five years leading up to the civil war.	2
I assure you, Your Majesty, that I have been informed of all of them.	I testify that I have been given knowledge of all things.	0
I assure you, Your Majesty, that I have been informed of all of them.	It is the detective's disease that was brought to my attention.	1
I assure you, Your Majesty, that I have been informed of all of them.	There were many details that had been hidden from me.	2
The noise distracted Captain Blood from his dissatisfied thoughts.	Captain Blood was able to think out his thoughts of discontent without interruption.	2
The noise distracted Captain Blood from his dissatisfied thoughts.	Captain Blood's thoughts were interrupted by noise.	0
The noise distracted Captain Blood from his dissatisfied thoughts.	The noise of the dog interrupted the captain's deep thinking.	1
But I will never forget that when I was more than a slave in your uncle's house in Barbados, you treated me with some kindness.	She treated me well when I was a slave in Barbados.	0
But I will never forget that when I was more than a slave in your uncle's house in Barbados, you treated me with some kindness.	Thou hast been very cruel to me, and hast made me worse than an unclean thing.	2
But I will never forget that when I was more than a slave in your uncle's house in Barbados, you treated me with some kindness.	Your uncle used to beat me a lot when he was a doctor.	1
There, not more than two miles [3 km] away, there was a shallow green wall blocking the western sky.	The lush landscape was nearby.	0
There, not more than two miles [3 km] away, there was a shallow green wall blocking the western sky.	The island they approached was uninhabited.	1
There, not more than two miles [3 km] away, there was a shallow green wall blocking the western sky.	They could see no land for miles, only the endless sea.	2
I am His Majesty's envoy to these underdeveloped regions, and my Lord Sunderland.	His Majesty has envoys, and I am one of them.	0
I am His Majesty's envoy to these underdeveloped regions, and my Lord Sunderland.	His Majesty sent me here about a week ago.	1
I am His Majesty's envoy to these underdeveloped regions, and my Lord Sunderland.	I do not take orders from His Majesty.	2
"I owe it to you, or at least I think I did"", he said."	He did not feel that he owed it anything.	2
"I owe it to you, or at least I think I did"", he said."	He owes you for the help you gave him as a penniless beggar.	1
"I owe it to you, or at least I think I did"", he said."	He felt that he owed you something.	0
I should have known better than to approach Jamaica at night.	I approached Jamaica after sunrise.	0
I should have known better than to approach Jamaica at night.	I traveled to Jamaica on a large ship.	1
I should have known better than to approach Jamaica at night.	My wife and I arrived in Jamaica in the afternoon	2
Blood's thoughts were centered here and elsewhere, as he sat there in bed.	Blood lay unconscious in his bed.	2
Blood's thoughts were centered here and elsewhere, as he sat there in bed.	Blood thought a lot in his sleep.	0
Blood's thoughts were centered here and elsewhere, as he sat there in bed.	Blood thought hard about the last time he saw his mother.	1
Well, then, I'll tell you.	Well, then, let me tell you about it.	0
Well, then, I'll tell you.	I won't say anything to you.	2
Well, then, I'll tell you.	Because you promised that you would not do what I told you.	1
How could that be?	One asks which way he is going.	0
How could that be?	One person asks another, and no one else can speak to him.	2
How could that be?	The inquirer is curious and needs to know immediately which way to go.	1
I do not take the Lord's commission lightly.	Giving a commission to the Lord is against my morals.	1
I do not take the Lord's commission lightly.	I thought deeply about the Lord's commission.	0
I do not take the Lord's commission lightly.	I signed an agreement to hand over the commission to the Lord without thinking twice.	2
He realized that he would have to go back quickly.	He realized that he had all day to turn back.	2
He realized that he would have to go back quickly.	He recognized the urgency of the situation.	0
He realized that he would have to go back quickly.	If he had stayed in one place, he would have been found.	1
He was who he was and did what he did these three years ago, he said, but he said it with sadness, without the first mockery.	He did not like that he had killed so many men in the previous three years.	1
He was who he was and did what he did these three years ago, he said, but he said it with sadness, without the first mockery.	He spoke enthusiastically about his experiences and personality.	2
He was who he was and did what he did these three years ago, he said, but he said it with sadness, without the first mockery.	He spoke with a sad face.	0
I think that's behind the fashion of your kind.	I guess that's what your type does.	0
I think that's behind the fashion of your kind.	I've read about your kind, and their culture.	1
I think that's behind the fashion of your kind.	I find that this is not the case among your kind.	2
His eyebrows were damaged by the mockery.	A huge grin filled his face.	2
His eyebrows were damaged by the mockery.	He felt a sick feeling in his stomach.	1
His eyebrows were damaged by the mockery.	There was confusion on his face.	0
He stared at her with glowing eyes, but with his sad look and his deep, flickering grin, his tone changed.	Her expression changed after seeing his face.	0
He stared at her with glowing eyes, but with his sad look and his deep, flickering grin, his tone changed.	His face glowed as he saw the change in his countenance.	2
He stared at her with glowing eyes, but with his sad look and his deep, flickering grin, his tone changed.	She didn't know if he was angry with her.	1
Walking freely, he put on the wall prepared for battle, and passed through the gates of the courtyard.	Since the main gates were locked, he jumped over the fence, into the courtyard.	2
Walking freely, he put on the wall prepared for battle, and passed through the gates of the courtyard.	The main gates were the only entrance to the courtyard.	1
Walking freely, he put on the wall prepared for battle, and passed through the gates of the courtyard.	Large gates led to the courtyard.	0
He will destroy it on the gallows, no doubt, he laments.	He expected someone to go to the gallows.	0
He will destroy it on the gallows, no doubt, he laments.	He was the envoy of the Sanhedrin who had apprehended a thief.	1
He will destroy it on the gallows, no doubt, he laments.	He concocted a plan to flee the country to avoid prison.	2
What did I really write to them? It was consensual.	I could not write to them.	0
What did I really write to them? It was consensual.	I wrote to them as soon as I saw them.	2
What did I really write to them? It was consensual.	I could not forgive them, if I had kept them locked up.	1
I hunted him this past year.	I had been following him for a year without his knowledge.	1
I hunted him this past year.	I had only been following him for about a week.	2
I hunted him this past year.	For the past year I have been following him.	0
The museum lacks catalogues and labels	The museum doesn't want to write about it.	1
The museum lacks catalogues and labels	The museum is not a sponsor of the brochures.	0
The museum lacks catalogues and labels	The museum's strong point is its catalogues.	2
These markets are the most interesting places to shop in Beijing.	Beijing has markets that include interesting shops.	0
These markets are the most interesting places to shop in Beijing.	The markets in Beijing are some of the most interesting in the world.	1
These markets are the most interesting places to shop in Beijing.	Strict regulations in Beijing restrict retail markets to city limits.	2
The vast inland sea along the northwest coast, forming a beautiful harbor, but both the water and the beach can be polluted.	The water and the beach are kept clean.	2
The vast inland sea along the northwest coast, forming a beautiful harbor, but both the water and the beach can be polluted.	The water and the shore may be polluted.	0
The vast inland sea along the northwest coast, forming a beautiful harbor, but both the water and the beach can be polluted.	Water polluted by pollution.	1
The towers are beaches, and the streets that line them are called the Milla de Oro, or Golden Mile.	There are no tall buildings on the Golden Mile that are beaches.	2
The towers are beaches, and the streets that line them are called the Milla de Oro, or Golden Mile.	The towers of the Golden Mile are the beaches.	0
The towers are beaches, and the streets that line them are called the Milla de Oro, or Golden Mile.	The skyscrapers of the Golden Mile are a variety of businesses, including beaches.	1
Naturally enough, then, that interest in World War II began with the British Commonwealth Air Training Plan, using the safe Canadian airspace to prepare pilots for combat.	Canada had safe skies.	0
Naturally enough, then, that interest in World War II began with the British Commonwealth Air Training Plan, using the safe Canadian airspace to prepare pilots for combat.	Canada's airspace was free of missiles.	1
Naturally enough, then, that interest in World War II began with the British Commonwealth Air Training Plan, using the safe Canadian airspace to prepare pilots for combat.	The Canadian prairies were very dangerous.	2
And they remain patient and helpful, even though they know that their beloved beach is their only one.	They are saddened and angry with all the people that now they must part the coast.	2
And they remain patient and helpful, even though they know that their beloved beach is their only one.	They should share the beach with other people now.	0
And they remain patient and helpful, even though they know that their beloved beach is their only one.	They used to have five hundred miles [500 km] of coastline.	1
Kublai Khan built his capital in 1279 on the shores of Beijing's Beihai Lake where his treasures are still on display today.	Kublai Khan established the capital in Taiwan.	2
Kublai Khan built his capital in 1279 on the shores of Beijing's Beihai Lake where his treasures are still on display today.	Kublai Khan has treasures in Beijing.	0
Kublai Khan built his capital in 1279 on the shores of Beijing's Beihai Lake where his treasures are still on display today.	Kublai Khan was a highly respected man.	1
With little understanding of the Anglo-Saxon community, only Protestant schools accepted their children. Eastern European Jews either turned to wealthy Westmount or moved, again, to Toronto.	Eastern European Jews get along well with everyone.	2
With little understanding of the Anglo-Saxon community, only Protestant schools accepted their children. Eastern European Jews either turned to wealthy Westmount or moved, again, to Toronto.	The Jews are not wanted by the entire population.	1
With little understanding of the Anglo-Saxon community, only Protestant schools accepted their children. Eastern European Jews either turned to wealthy Westmount or moved, again, to Toronto.	Jews do not easily get along with English citizens.	0
If possible, practice the polytheism beforehand.	Don't go into the barn too early, if you can.	2
If possible, practice the polytheism beforehand.	Try to understand the plot ahead of time, if you can.	0
If possible, practice the polytheism beforehand.	You will find the class easier if you understand the structure of the book.	1
His burial chamber, 27 meters (88 ft) below ground, is made of marble and measures 1,200 sq m (13,000 sq ft).	It is buried more than 65 feet [20 m] below the surface.	0
His burial chamber, 27 meters (88 ft) below ground, is made of marble and measures 1,200 sq m (13,000 sq ft).	He was a prominent man in the community.	1
His burial chamber, 27 meters (88 ft) below ground, is made of marble and measures 1,200 sq m (13,000 sq ft).	His burial chambers are made of wood.	2
Remember to hide all small treasures from the monkeys.	Hide your treasures from the monkeys.	0
Remember to hide all small treasures from the monkeys.	Monkeys are interested in many things, including your treasures.	1
Remember to hide all small treasures from the monkeys.	You do not need to hide your treasures from the monkeys.	2
For 1,400 years before the Palace of Estei was built, Milreu was also a noble manor house.	Milreu was ten miles from anything.	1
For 1,400 years before the Palace of Estei was built, Milreu was also a noble manor house.	Milreu was out of the country.	0
For 1,400 years before the Palace of Estei was built, Milreu was also a noble manor house.	Milreu was in the heart of the city.	2
Sea temperatures vary between 18° and 24° C (64-75° F).	Sea temperatures fluctuate constantly, but they never drop below freezing.	0
Sea temperatures vary between 18° and 24° C (64-75° F).	Sea temperatures remain the same throughout the year.	2
Sea temperatures vary between 18° and 24° C (64-75° F).	The sea's surface is warm during the day, not hot.	1
Kinabalu National Park is one of six national parks.	Kinabalu National Park is home to ten elephants and six rhinos.	1
Kinabalu National Park is one of six national parks.	The government has protected areas, including Kinabalu national park.	0
Kinabalu National Park is one of six national parks.	There are three government protected areas.	2
You will see videos of Anne's and Amsterdam's story below the work as well as photographs and cultural artifacts from the period.	You can't see the pictures.	2
You will see videos of Anne's and Amsterdam's story below the work as well as photographs and cultural artifacts from the period.	You will see pictures.	0
You will see videos of Anne's and Amsterdam's story below the work as well as photographs and cultural artifacts from the period.	You will see some of the original paintings.	1
Treasure Beach is the only resort you can talk about, with a handful of hotels spread out across three sandy bays.	There are not many hotel options for visitors to Treasure Bay.	0
Treasure Beach is the only resort you can talk about, with a handful of hotels spread out across three sandy bays.	There is one four - star hotel available for a visitor to Treasure Beach.	1
Treasure Beach is the only resort you can talk about, with a handful of hotels spread out across three sandy bays.	Treasure Beach is just one of many resorts in the area.	2
Summer brings warmth (not heat) and sea temperatures, providing opportunities for diving, snorkeling, and other water sports.	It stays at 100 degrees or hotter in the summer.	2
Summer brings warmth (not heat) and sea temperatures, providing opportunities for diving, snorkeling, and other water sports.	It is usually 75 in the summer.	1
Summer brings warmth (not heat) and sea temperatures, providing opportunities for diving, snorkeling, and other water sports.	It is a warm climate in summer.	0
Among the pools are those inhabited by travelers who toss coins in the hope that one will hit the turtle's head, an obvious way to make a fortune.	People don't throw money away because it's bad luck.	2
Among the pools are those inhabited by travelers who toss coins in the hope that one will hit the turtle's head, an obvious way to make a fortune.	People toss a coin even though the sign says not to do so.	1
Among the pools are those inhabited by travelers who toss coins in the hope that one will hit the turtle's head, an obvious way to make a fortune.	The men threw the coin into the water.	0
The port town of Nafplio makes a good starting point for a visit, or a place to have lunch on the way.	Nafplion has a good reputation.	1
The port town of Nafplio makes a good starting point for a visit, or a place to have lunch on the way.	Nafplio is a bad foundation.	2
The port town of Nafplio makes a good starting point for a visit, or a place to have lunch on the way.	Nafplio is a very good foundation.	0
At Prinsengracht, Otto Frank and his family hid on the rooftops of their business buildings for over two years before being discovered.	Otto Frank was arrested on the second day.	2
At Prinsengracht, Otto Frank and his family hid on the rooftops of their business buildings for over two years before being discovered.	Otto Frank went into hiding for more than 25 months.	0
At Prinsengracht, Otto Frank and his family hid on the rooftops of their business buildings for over two years before being discovered.	Otto Frank went into hiding until the Nazis found him.	1
Many state and local governments have additional screening requirements.	Local governments are able to make their own rules.	1
Many state and local governments have additional screening requirements.	Local governments do not have the necessary requirements.	2
Many state and local governments have additional screening requirements.	There are problems with the need for further inspections of local governments.	0
The information security unit holds a meeting between 8 and 12 times a month.	The security service holds an assembly about 9 times a month.	1
The information security unit holds a meeting between 8 and 12 times a month.	The security service holds a meeting every day of the month.	2
The information security unit holds a meeting between 8 and 12 times a month.	The security service holds many conventions a year.	0
Nevertheless, construction was accomplished.	Construction had an initial timetable.	0
Nevertheless, construction was accomplished.	Construction was delayed until the last minute.	2
Nevertheless, construction was accomplished.	Without a prearranged timetable, construction may fail at the last minute.	1
As a result, government decision makers and leaders are using new ways of thinking, thinking about different ways of achieving goals, using new information to guide decisions.	Officials are accountable for the way they do things.	0
As a result, government decision makers and leaders are using new ways of thinking, thinking about different ways of achieving goals, using new information to guide decisions.	Government agents try to increase their power by thinking differently.	1
As a result, government decision makers and leaders are using new ways of thinking, thinking about different ways of achieving goals, using new information to guide decisions.	Government agents refuse to change their ways.	2
Legal files may need to be translated for those who cannot read English.	Court files should be in English only.	2
Legal files may need to be translated for those who cannot read English.	Court files will be entered in either Chinese or Russian.	1
Legal files may need to be translated for those who cannot read English.	Case files may be submitted in other languages.	0
Other ongoing or ongoing efforts include:	Many efforts have already been put into practice.	1
Other ongoing or ongoing efforts include:	We have no plans for the future.	2
Other ongoing or ongoing efforts include:	We say what we mean.	0
Include factors such as time, deletion of computer files, and limited access to important documents.	They deleted computer files from IBM	1
Include factors such as time, deletion of computer files, and limited access to important documents.	They deleted the computer files.	0
Include factors such as time, deletion of computer files, and limited access to important documents.	Save all the files.	2
Now, the visiting representative approaches the young person to answer questions and analyze the problems noted in the sample of claims.	The delegation visited for an hour.	1
Now, the visiting representative approaches the young person to answer questions and analyze the problems noted in the sample of claims.	There was a representative.	0
Now, the visiting representative approaches the young person to answer questions and analyze the problems noted in the sample of claims.	We have not been visited.	2
Saving involves not only wealth, but wealth itself motivates the choice to save.	The decision to save or not to save is affected by a person's wealth.	0
