premise	hypothesis	label
She said there were just tears coming down from her eyes and she said, then she said that Joe came on the porch.	As she said she was going up the porch, she had tears in her eyes.	0
She said there were just tears coming down from her eyes and she said, then she said that Joe came on the porch.	She quickly wiped away her tears after throwing Joe off the porch.	2
She said there were just tears coming down from her eyes and she said, then she said that Joe came on the porch.	She was so happy to see Joe that she started crying.	1
Even if the plane was on fire, why would it, uh, burn and melt through a lead component so the radiation could escape?	Radiation can also be contained during a fire.	1
Even if the plane was on fire, why would it, uh, burn and melt through a lead component so the radiation could escape?	Radiation would have escaped from a lead component after the plane caught fire.	0
Even if the plane was on fire, why would it, uh, burn and melt through a lead component so the radiation could escape?	Radiation wouldn't leak in a fire.	2
This is Chief Master Sergeant Clem Francis, retired from the U.S. Air Force.	The chief is retired from the U.S. Air Force.	0
This is Chief Master Sergeant Clem Francis, retired from the U.S. Air Force.	The chief recently retired a few weeks ago.	1
This is Chief Master Sergeant Clem Francis, retired from the U.S. Air Force.	The chief of staff of the U.S. Air Force just started his career this week.	2
Well, it got to the point where two or three planes came in a week and I didn't know where they were flying.	More than one plane arrives every week.	0
Well, it got to the point where two or three planes came in a week and I didn't know where they were flying.	Increased air traffic is annoying.	1
Well, it got to the point where two or three planes came in a week and I didn't know where they were flying.	There's never any planes coming.	2
They'd already had their training for the pressurized suits and it took me a while if you put on a full pressurized suit.	It takes up to three months to finish learning how to use a full spacesuit.	1
They'd already had their training for the pressurized suits and it took me a while if you put on a full pressurized suit.	Training to use a full pressure suit takes a long time.	0
They'd already had their training for the pressurized suits and it took me a while if you put on a full pressurized suit.	We could train you to use a pressure suit by the end of the day.	2
I mean, there was no danger going inside with the bomb because it wouldn't have exploded, no matter how hard it hit the ground.	The bomb had been defused by the pilot.	1
I mean, there was no danger going inside with the bomb because it wouldn't have exploded, no matter how hard it hit the ground.	The bomb had no chance of exploding.	0
I mean, there was no danger going inside with the bomb because it wouldn't have exploded, no matter how hard it hit the ground.	There was a high risk that the bomb would explode.	2
And how that sounds exactly like what I'm trying to do.	I don't know what it's like for you.	2
And how that sounds exactly like what I'm trying to do.	I'm trying to do that, obviously.	0
And how that sounds exactly like what I'm trying to do.	I'm trying to finish my project next week.	1
But anyway, the animals would run away all the time, especially the goats.	The goats escaped from the barn every day.	1
But anyway, the animals would run away all the time, especially the goats.	The goats often escaped.	0
But anyway, the animals would run away all the time, especially the goats.	The goats have been kept safe and sound.	2
The doors were locked when we came in.	All the doors were open.	2
The doors were locked when we came in.	We had the keys with us.	1
The doors were locked when we came in.	We went in even though the doors were locked.	0
So, I just had to take the totals and try to graph them.	I'm confident in the fact that I only need to find the totals to solve this.	1
So, I just had to take the totals and try to graph them.	I have no idea what to do with the totals please give me more details to understand this chaos.	2
So, I just had to take the totals and try to graph them.	I'll calculate it based on the results.	0
And this is largely due to the fact that mothers take drugs.	The mothers are drug addicts.	1
And this is largely due to the fact that mothers take drugs.	The mothers don't have prescriptions or medication.	2
And this is largely due to the fact that mothers take drugs.	The mothers are on drugs.	0
Yes, it's really pretty, did it rain?	The rain doesn't bother me.	1
Yes, it's really pretty, did it rain?	It's beautiful and rainy.	0
Yes, it's really pretty, did it rain?	It's so horrible with the endless sun.	2
oh what is the value of human life and whether you can rehabilitate someone or not	All lives are worth going to rehab and getting a second chance.	1
oh what is the value of human life and whether you can rehabilitate someone or not	No human being deserves to be rehabilitated.	2
oh what is the value of human life and whether you can rehabilitate someone or not	Regardless of rehabilitation, life is worth living.	0
You have a serious problem with your thinking.	I've never seen this kind of wiring problem before.	1
You have a serious problem with your thinking.	The wiring isn't the problem.	2
You have a serious problem with your thinking.	There's a problem caused by this strange wiring.	0
It's very funny, yes. It's amazing what they can do.	I'm not at all surprised that they've been lenient.	2
It's very funny, yes. It's amazing what they can do.	I'm surprised they let you take food and drinks in there.	1
It's very funny, yes. It's amazing what they can do.	I'm surprised they got away with it.	0
Oh, but anyway, my kids are 21 and 24 now, so I don't have to.	I don't need it because my kids are in their 20s.	0
Oh, but anyway, my kids are 21 and 24 now, so I don't have to.	I could have them because they're close in age.	1
Oh, but anyway, my kids are 21 and 24 now, so I don't have to.	I have to, since they're both ten and eleven.	2
Yes people who, who might be at work at any time or whose decisions might be clouded if they had to make a decision	Yeah, people who might not be able to make the best decisions.	0
Yes people who, who might be at work at any time or whose decisions might be clouded if they had to make a decision	Yeah, people who may not be hungry.	1
Yes people who, who might be at work at any time or whose decisions might be clouded if they had to make a decision	Yeah, people whose judgment is never impaired.	2
They're not here yet, they're always visiting, they've been traveling since the late sixties.	They've been on the road since 1970.	0
They're not here yet, they're always visiting, they've been traveling since the late sixties.	They love touring.	1
They're not here yet, they're always visiting, they've been traveling since the late sixties.	They just finished their tour.	2
how would you do aerobics?	Can you explain to us how you did aerobics?	0
how would you do aerobics?	I'm interested in aerobics because I need cardiovascular activity.	1
how would you do aerobics?	Please stop talking about aerobics.	2
Well, she's the one, I hadn't thought of that, yeah.	It's a stupid idea that I rejected last week.	2
Well, she's the one, I hadn't thought of that, yeah.	That's a good point.	0
Well, she's the one, I hadn't thought of that, yeah.	The paradox you mention is a good point.	1
day care two days a week, they call it senior day, but she goes to the senior center.	The nursery is open every day for children under five years of age only.	2
day care two days a week, they call it senior day, but she goes to the senior center.	They let them out more than twice a week if the elderly agree.	1
day care two days a week, they call it senior day, but she goes to the senior center.	It's a nursing home for the elderly, but it's called the senior center.	0
That was their goal oh	That's what they tried to do.	0
That was their goal oh	It was never what they wanted.	2
That was their goal oh	They've achieved their goal.	1
Gun control goes through both hands .	Half of all firearm failures result from one-handed use.	1
Gun control goes through both hands .	The best way to enforce gun control is to use both feet.	2
Gun control goes through both hands .	You have to use both hands if you want to practice firearms.	0
and uh all of a sudden it's coming from somewhere, I don't know where it's coming from but	I don't know where it's coming from, but it's fast.	0
and uh all of a sudden it's coming from somewhere, I don't know where it's coming from but	It's coming fast, but I don't know where.	1
and uh all of a sudden it's coming from somewhere, I don't know where it's coming from but	It's coming like molasses and I know exactly when it's gonna happen.	2
No, actually I don't even know him, I don't think so.	I don't know much about it.	0
No, actually I don't even know him, I don't think so.	I am ignorant when it comes to love.	1
No, actually I don't even know him, I don't think so.	I've been studying it for several years.	2
Yeah , she was great . You know her .	I think she knows she was great.	1
Yeah , she was great . You know her .	No, she was horrible.	2
Yeah , she was great . You know her .	Yes, it was very good.	0
Yeah, he suggested we just take a, uh, mop like we would use.	He suggested we buy a vacuum cleaner.	2
Yeah, he suggested we just take a, uh, mop like we would use.	He suggested we find a mop.	0
Yeah, he suggested we just take a, uh, mop like we would use.	He wanted to clean up the blood with a mop.	1
It's really not terrible around here. We just had a shooting on the highway three blocks from where we live.	The shooting took place at least 100 miles from my house.	2
It's really not terrible around here. We just had a shooting on the highway three blocks from where we live.	The shooting took place near my home and scared me enough to keep me from going out.	1
It's really not terrible around here. We just had a shooting on the highway three blocks from where we live.	There's been a shooting near my house, it's really not good around here.	0
Uh-huh it's true it's it's not really consistent	I don't agree with you, it's very consistent.	2
Uh-huh it's true it's it's not really consistent	I think you may be right about his consistency.	1
Uh-huh it's true it's it's not really consistent	You're right not to be consistent.	0
I'm trying to hold on	I'm trying to hang on.	0
I'm trying to hold on	I'm really doing the best I can.	1
I'm trying to hold on	I'm gonna turn the page and never look back.	2
We are framing our entry into the technological future.	We are building the necessary precursors to a technological future.	0
We are framing our entry into the technological future.	We're building transistors, so our future will be run by artificial intelligence.	1
We are framing our entry into the technological future.	We want to stop the technology from succeeding.	2
For example, at most, all the genes turned purple.	At most, only half of the genes can turn purple.	2
For example, at most, all the genes turned purple.	It's possible that the genes change color.	0
For example, at most, all the genes turned purple.	Sometimes the genes can also turn blue.	1
Daniel Yamins is a brilliant young mathematician.	Mr. Yamins is excellent at math.	0
Daniel Yamins is a brilliant young mathematician.	Mr. Yamins is focusing on algebraic geometry.	1
Daniel Yamins is a brilliant young mathematician.	Mr. Yamins is a great artist but a lousy mathematician.	2
And if so, are they often near that border?	I know they never move near the border.	2
And if so, are they often near that border?	I want to know, are they often in England?	1
And if so, are they often near that border?	The speaker wanted to clarify how many times they had almost reached their limit.	0
And there is, I think, a molecular clue that the biosphere is being built up persistently in the survival mode for a spreading set of lineages.	The biosphere is changing tremendously.	0
And there is, I think, a molecular clue that the biosphere is being built up persistently in the survival mode for a spreading set of lineages.	The biosphere changes with temperature.	1
And there is, I think, a molecular clue that the biosphere is being built up persistently in the survival mode for a spreading set of lineages.	The biosphere never changes.	2
With this jump, a normal crystal can't encode a lot of information.	Regular crystals are very high-density information storage media.	2
With this jump, a normal crystal can't encode a lot of information.	Regular crystals aren't very useful for encoding information.	0
With this jump, a normal crystal can't encode a lot of information.	There are other types of crystals that are very useful for encoding geographic information using laser beams.	1
Therefore, adults do not need to teach preschool children to pretend, as they sometimes do by helping them master puzzles or other similar tasks.	Preschoolers are naturally better at solving puzzles than playing simulation games.	2
Therefore, adults do not need to teach preschool children to pretend, as they sometimes do by helping them master puzzles or other similar tasks.	Preschoolers don't need as much help learning how to fake it.	0
Therefore, adults do not need to teach preschool children to pretend, as they sometimes do by helping them master puzzles or other similar tasks.	Preschoolers do not have the spatial reasoning skills necessary to reconstruct the puzzles without adult help.	1
[This nation was] conceived in liberty and dedicated to the proposition that all men are created equal.	Notes to this proposal have been recorded in several additional documents.	1
[This nation was] conceived in liberty and dedicated to the proposition that all men are created equal.	Some believed that all people were equal.	0
[This nation was] conceived in liberty and dedicated to the proposition that all men are created equal.	This nation was founded on the belief that some people are better than others.	2
Should I congratulate him more?	I'm pretty sure I have to beat him for his failures.	2
Should I congratulate him more?	I wonder if he needs any more recognition from me.	0
Should I congratulate him more?	Should I commend him more for his piano performance?	1
Rotation network theories can be constructed in different dimensions.	Other dimensions can be used to develop theories of spin networks.	0
Rotation network theories can be constructed in different dimensions.	Spin networks are very useful for data storage technologies.	1
Rotation network theories can be constructed in different dimensions.	Spin networks cannot be imagined in different dimensions.	2
No, no, I don't want you to die!	I don't want you to die!	0
No, no, I don't want you to die!	I don't care if you die!	2
No, no, I don't want you to die!	I 'd be very angry if you died !	1
He was publicly hanged on March 19, 1875, in San Jose, California.	California carried out public executions until 1875.	0
He was publicly hanged on March 19, 1875, in San Jose, California.	He was cleared of any wrongdoing and released.	2
He was publicly hanged on March 19, 1875, in San Jose, California.	He was hanged for sedition and stealing horses.	1
In the chaotic regime, the sea of sparkling green percolates.	The sea was deep blue and smooth as glass.	2
In the chaotic regime, the sea of sparkling green percolates.	The sea was full of small fish that were banging against the boat.	1
In the chaotic regime, the sea of sparkling green percolates.	The sea was green and seemed to be boiling.	0
An entirely new legal order aspired to emerge from the turmoil of the 1860s.	By the 1870's, the entire legal order had collapsed and the country was in anarchy.	2
An entirely new legal order aspired to emerge from the turmoil of the 1860s.	The 1860s were a tumultuous time.	0
An entirely new legal order aspired to emerge from the turmoil of the 1860s.	The new legal order sought to extend labour rights.	1
According to him, any form of higher thought first appears in social communication, between the child and the representatives of his culture in a common activity.	Children are incapable of sharing superior reasoning.	2
According to him, any form of higher thought first appears in social communication, between the child and the representatives of his culture in a common activity.	Fishing is a popular activity shared by many different cultures.	1
According to him, any form of higher thought first appears in social communication, between the child and the representatives of his culture in a common activity.	Sharing common activities is sometimes helpful in sharing higher forms of reasoning.	0
Some neighborhoods have rezadores or rezadoras, spiritual leaders who lead the community during prayers at funerals, on saints' feasts, and when the priest is not available.	None of the congregations had spiritual leaders who were not priests.	2
Some neighborhoods have rezadores or rezadoras, spiritual leaders who lead the community during prayers at funerals, on saints' feasts, and when the priest is not available.	Some quarters had spiritual leaders who were not priests.	0
Some neighborhoods have rezadores or rezadoras, spiritual leaders who lead the community during prayers at funerals, on saints' feasts, and when the priest is not available.	Some of the spiritual leaders had black hair.	1
In a sociodramatic play too, the opportunities to act and coordinate different roles arguably helps children understand the similarities and differences between people's desires, beliefs and feelings.	Children can learn how people are alike and different.	0
In a sociodramatic play too, the opportunities to act and coordinate different roles arguably helps children understand the similarities and differences between people's desires, beliefs and feelings.	Children can see how different different races are.	1
In a sociodramatic play too, the opportunities to act and coordinate different roles arguably helps children understand the similarities and differences between people's desires, beliefs and feelings.	Children can't learn anything.	2
The highest virtue of the post-war German constitutional order, then, was precisely the greatest victim of the Nazi regime.	The Nazi regime allowed it.	2
The highest virtue of the post-war German constitutional order, then, was precisely the greatest victim of the Nazi regime.	The Nazi regime killed everyone involved.	1
The highest virtue of the post-war German constitutional order, then, was precisely the greatest victim of the Nazi regime.	The Nazi regime stopped it.	0
Sonja the kid started mimicking her daughter's seizures.	No one had a tantrum.	2
Sonja the kid started mimicking her daughter's seizures.	Sonja is a child.	0
Sonja the kid started mimicking her daughter's seizures.	Sonja was upset.	1
6 In the fifty-five years preceding the civil war, the Court exercised this power sparingly.	The court occasionally used this power in the decades leading up to the Civil War.	0
6 In the fifty-five years preceding the civil war, the Court exercised this power sparingly.	The Court used this power four times in the fifty-five years leading up to the Civil War.	1
6 In the fifty-five years preceding the civil war, the Court exercised this power sparingly.	The Court used that power five million times in the fifty-five years leading up to the Civil War.	2
I assure you, sir, I've been fully briefed on all of this.	I told you I know everything.	0
I assure you, sir, I've been fully briefed on all of this.	It's the death of the detective I was told about.	1
I assure you, sir, I've been fully briefed on all of this.	There are a lot of details that have been kept from me.	2
The noises disturbed Captain Blood from his irritated musings.	Captain Blood was able to think of things that made him unhappy all the time.	2
The noises disturbed Captain Blood from his irritated musings.	Captain Blood's thoughts were interrupted by some noises.	0
The noises disturbed Captain Blood from his irritated musings.	The cry of the puppy brought the captain out of his ruminations.	1
But I cannot forget that when I was no better off than a slave at your uncle's in Barbados, you treated me with a certain kindness.	You treated me kindly when I was a slave in Barbados.	0
But I cannot forget that when I was no better off than a slave at your uncle's in Barbados, you treated me with a certain kindness.	You've been incredibly cruel to me, and you've treated me way worse than dirt.	2
But I cannot forget that when I was no better off than a slave at your uncle's in Barbados, you treated me with a certain kindness.	Your uncle used to beat me every day when he had me.	1
There, not more than three miles away, was the land - an uneven wall of bright greenery filled the horizon to the west.	A lush landscape was in sight.	0
There, not more than three miles away, was the land - an uneven wall of bright greenery filled the horizon to the west.	The island they approached was uninhabited.	1
There, not more than three miles away, was the land - an uneven wall of bright greenery filled the horizon to the west.	They could see no land for miles around, only an endless ocean.	2
I am His Majesty's envoy to these barbarous lands and my Lord Sunderland's closest relative.	His Majesty has envoys, and I am one of them.	0
I am His Majesty's envoy to these barbarous lands and my Lord Sunderland's closest relative.	His Majesty sent me here a week ago.	1
I am His Majesty's envoy to these barbarous lands and my Lord Sunderland's closest relative.	I don't take orders from His Majesty.	2
I owed you, or I thought I did, he said.	He never thought he owed you anything.	2
I owed you, or I thought I did, he said.	He owed you for the help you gave him as a penniless beggar.	1
I owed you, or I thought I did, he said.	He thought he owed you something.	0
I should have known better than to come so close to Jamaica at night.	I traveled near Jamaica after sunset.	0
I should have known better than to come so close to Jamaica at night.	I traveled to Jamaica aboard a large ship.	1
I should have known better than to come so close to Jamaica at night.	My wife and I arrived in Jamaica in broad daylight.	2
Blood's thoughts were turned to this and other concerns, as he lagged on the meridian.	Blood had a very mundane dream on his daybed.	2
Blood's thoughts were turned to this and other concerns, as he lagged on the meridian.	Blood ruminated lying down.	0
Blood's thoughts were turned to this and other concerns, as he lagged on the meridian.	Blood thought intensely about the last time he had seen his mother.	1
Of course, then, I'll tell you.	All right, I'll tell you about it.	0
Of course, then, I'll tell you.	I keep my mouth shut and my tongue sealed.	2
Of course, then, I'll tell you.	It's only because you promised not to say it again that I'm telling you.	1
And in what way ?	Someone asks which way to go.	0
And in what way ?	The interrogator is alone and has no one to talk to.	2
And in what way ?	The person asking the question is in a hurry and needs to know immediately which way to go.	1
I do not grant the king's commission lightly.	Granting the King's commission is against my morals.	1
I do not grant the king's commission lightly.	I've given a lot of thought to the King's commission.	0
I do not grant the king's commission lightly.	I signed the warrant granting the king's commission without thinking.	2
He realized he might need to retreat in a hurry.	He realized he had all day to retire.	2
He realized he might need to retreat in a hurry.	He realized that he had to act quickly.	0
He realized he might need to retreat in a hurry.	If he had stayed in the same place, we would have found him.	1
And yet he has been what he has been and done what he has done for the last three years, she says, but she says it sadly then, without her former contempt.	She didn't like the fact that he'd killed so many men in the last three years.	1
And yet he has been what he has been and done what he has done for the last three years, she says, but she says it sadly then, without her former contempt.	She spoke happily of her adventures and her personality.	2
And yet he has been what he has been and done what he has done for the last three years, she says, but she says it sadly then, without her former contempt.	She spoke in a sad tone.	0
I suppose that suits your taste.	I guess that's what your parents do.	0
I suppose that suits your taste.	I've read about your people and their culture.	1
I suppose that suits your taste.	I don't suppose that's common among your people.	2
A frown creased his forehead.	His face displayed a broad smile.	2
A frown creased his forehead.	She felt a disgusting sensation in her stomach.	1
A frown creased his forehead.	She frowned.	0
She had watched him with bright eyes, but at the sight of his downcast face, and the deep frown of eyebrows that marked his forehead, her own expression changed.	Her expression changed after seeing his face.	0
She had watched him with bright eyes, but at the sight of his downcast face, and the deep frown of eyebrows that marked his forehead, her own expression changed.	Her face lit up when she saw his frown.	2
She had watched him with bright eyes, but at the sight of his downcast face, and the deep frown of eyebrows that marked his forehead, her own expression changed.	She didn't know if he was mad at her.	1
Walking quietly, he walked around the crenellated wall and passed the large gates into the courtyard.	Since the doors were locked, he jumped over the fence and jumped into the courtyard.	2
Walking quietly, he walked around the crenellated wall and passed the large gates into the courtyard.	The large gates were the only entrance to the courtyard.	1
Walking quietly, he walked around the crenellated wall and passed the large gates into the courtyard.	There were large portals leading into the courtyard.	0
"""You'll probably blow it up"", he said contemptuously."	He thought someone was going to the gallows.	0
"""You'll probably blow it up"", he said contemptuously."	He was a sheriff who had captured a thief.	1
"""You'll probably blow it up"", he said contemptuously."	He whispered a way out of the country to avoid prison.	2
Honestly, how could I have detained them?	I couldn't bring myself to keep them.	0
Honestly, how could I have detained them?	I owned them as soon as I saw them.	2
Honestly, how could I have detained them?	I would never have forgiven myself if I had held them.	1
I kicked him out this year.	I've been following him closely for a year without his knowledge.	1
I kicked him out this year.	I've only been here about a week.	2
I kicked him out this year.	For the past year, I've been harassing him.	0
The museum is not exhaustive in catalogues and labels.	The museum doesn't like to be catalogued.	1
The museum is not exhaustive in catalogues and labels.	The museum's not a big fan of brochures.	0
The museum is not exhaustive in catalogues and labels.	The museum's strong point is the catalogues.	2
These open-air markets are also the most interesting places to shop in Beijing.	Beijing has open markets with very interesting shops.	0
These open-air markets are also the most interesting places to shop in Beijing.	Beijing's open-air markets are the most interesting in the world.	1
These open-air markets are also the most interesting places to shop in Beijing.	Beijing's strict laws prohibit open-air markets within the city limits.	2
The largest bay on the northwest coast makes a beautiful harbor, but the water and the beach can be filthy.	The water and the beach are always clean.	2
The largest bay on the northwest coast makes a beautiful harbor, but the water and the beach can be filthy.	The water and the beach can be dirty.	0
The largest bay on the northwest coast makes a beautiful harbor, but the water and the beach can be filthy.	The water is dirty because of pollution.	1
These skyscrapers are banks, and the street on which they stand has been nicknamed the Milla de Oro, or Golden Mile.	None of the skyscrapers on the Golden Mile are banks.	2
These skyscrapers are banks, and the street on which they stand has been nicknamed the Milla de Oro, or Golden Mile.	The skyscrapers on the Golden Mile are banks.	0
These skyscrapers are banks, and the street on which they stand has been nicknamed the Milla de Oro, or Golden Mile.	The skyscrapers on the Golden Mile are different types of businesses, including banks.	1
So it stands to reason that participation in World War II began with a British Commonwealth air training plan, in the safer skies of Canada, to prepare pilots for combat.	Canada used to have safer skies.	0
So it stands to reason that participation in World War II began with a British Commonwealth air training plan, in the safer skies of Canada, to prepare pilots for combat.	The Canadian skies were clear of missiles.	1
So it stands to reason that participation in World War II began with a British Commonwealth air training plan, in the safer skies of Canada, to prepare pilots for combat.	Canadian skis are the most dangerous.	2
And they remain tolerant and helpful, even though they know their beautiful coast is no longer theirs.	They have bitterness and resentment towards everyone now that they have to share the coast.	2
And they remain tolerant and helpful, even though they know their beautiful coast is no longer theirs.	They must be sharing the shore with other people now.	0
And they remain tolerant and helpful, even though they know their beautiful coast is no longer theirs.	They used to own five hundred miles of coastline.	1
Kublai Khan built his own capital in 1279 on the shores of Beijing's Beihai Lake, where some of his imperial treasures can still be seen today.	Kublai Khan builds a capital in Taiwan.	2
Kublai Khan built his own capital in 1279 on the shores of Beijing's Beihai Lake, where some of his imperial treasures can still be seen today.	Kublai Khan has treasures in Beijing.	0
Kublai Khan built his own capital in 1279 on the shores of Beijing's Beihai Lake, where some of his imperial treasures can still be seen today.	Kublai Khan was a respected man.	1
Being more easily assimilated into the English-speaking community, only Protestant schools accepted their Eastern European Jewish children to graduate from the wealthy Westmount or to emigrate, again, to Toronto.	The Jews of Eastern Europe fit in well with everyone.	2
Being more easily assimilated into the English-speaking community, only Protestant schools accepted their Eastern European Jewish children to graduate from the wealthy Westmount or to emigrate, again, to Toronto.	The Jews are not wanted by the rest of the community.	1
Being more easily assimilated into the English-speaking community, only Protestant schools accepted their Eastern European Jewish children to graduate from the wealthy Westmount or to emigrate, again, to Toronto.	The Jews were more easily assimilated into the English-speaking community.	0
If possible, familiarize yourself with the plot beforehand.	Don't read the plot beforehand; it will spoil the fun later.	2
If possible, familiarize yourself with the plot beforehand.	Try to understand the plot in advance, if you fear it.	0
If possible, familiarize yourself with the plot beforehand.	You'll find the class easier if you understand the plot of the book.	1
Its vault, 27 m (88 ft) underground, is made of marble and covers 1,200 m2 (13,000 sq ft).	It's buried more than 20 meters deep.	0
Its vault, 27 m (88 ft) underground, is made of marble and covers 1,200 m2 (13,000 sq ft).	He was an important public figure.	1
Its vault, 27 m (88 ft) underground, is made of marble and covers 1,200 m2 (13,000 sq ft).	Its burial vaults are made of wood.	2
Remember to hide all your wearables from the monkeys.	Hide your personal belongings when you see monkeys.	0
Remember to hide all your wearables from the monkeys.	Monkeys are interested in many things, including your possessions.	1
Remember to hide all your wearables from the monkeys.	You don't need to hide what you have from the monkeys.	2
1,400 years before the construction of the Palace of Estei, Milreu was also the large country house of a prominent person.	Milreu was 10 miles from everything.	1
1,400 years before the construction of the Palace of Estei, Milreu was also the large country house of a prominent person.	Milreu was in the country.	0
1,400 years before the construction of the Palace of Estei, Milreu was also the large country house of a prominent person.	Milreu was right in the heart of the city.	2
The water temperature varies between 18 and 24 °C (64-75 °F)	The temperature of the oceans is constantly changing, but it never drops below freezing.	0
The water temperature varies between 18 and 24 °C (64-75 °F)	Sea temperatures are always at a fixed point throughout the year.	2
The water temperature varies between 18 and 24 °C (64-75 °F)	See the temperatures are higher during the day, when it's warmer.	1
Kinabalu Park is just one of six protected areas in the state.	Kinabalu National Park has ten elephants and six rhinos.	1
Kinabalu Park is just one of six protected areas in the state.	The state has protected areas, including Kinabalu National Park.	0
Kinabalu Park is just one of six protected areas in the state.	There are a total of three protected areas in the state.	2
You will see videos of the history of Anne and Amsterdam under occupation as well as photographs and objects from the time.	You won't see any pictures.	2
You will see videos of the history of Anne and Amsterdam under occupation as well as photographs and objects from the time.	You'll see some pictures.	0
You will see videos of the history of Anne and Amsterdam under occupation as well as photographs and objects from the time.	You'll see some of the first pictures.	1
Treasure Beach is kind of the only hotel zone, just a few hotels scattered along three bays.	There's not that much choice of hotels for people going to Treasure Beach.	0
Treasure Beach is kind of the only hotel zone, just a few hotels scattered along three bays.	There's a four-star hotel open to tourists visiting Treasure Beach.	1
Treasure Beach is kind of the only hotel zone, just a few hotels scattered along three bays.	Treasure Beach is one of many beach resorts in the area.	2
With summer comes good weather (but not the heat) and warming sea temperatures, making it an ideal time for diving, snorkeling, and other water activities.	It's always over 100 degrees or more in the summer.	2
With summer comes good weather (but not the heat) and warming sea temperatures, making it an ideal time for diving, snorkeling, and other water activities.	Usually it's 75 in the summer.	1
With summer comes good weather (but not the heat) and warming sea temperatures, making it an ideal time for diving, snorkeling, and other water activities.	It's hot in the summer.	0
Among the pools there is one inhabited by coins thrown by visitors hoping for a head of a single bouncing turtle, a sure way of attaining good fortune.	People never throw money in it because it's bad luck.	2
Among the pools there is one inhabited by coins thrown by visitors hoping for a head of a single bouncing turtle, a sure way of attaining good fortune.	People toss coins even though the sign says not to.	1
Among the pools there is one inhabited by coins thrown by visitors hoping for a head of a single bouncing turtle, a sure way of attaining good fortune.	People threw coins in the water.	0
The port city of Naples provides a perfect base from which to explore the region, or perhaps a place to have lunch during your excursion.	Naples has a beautiful view.	1
The port city of Naples provides a perfect base from which to explore the region, or perhaps a place to have lunch during your excursion.	Nafplio is a bad base.	2
The port city of Naples provides a perfect base from which to explore the region, or perhaps a place to have lunch during your excursion.	Nafplio is a perfect base.	0
At Prinsengracht, Otto Frank and his family hid in the attic of their shop for over two years before they were discovered.	Otto Frank was captured on the second day.	2
At Prinsengracht, Otto Frank and his family hid in the attic of their shop for over two years before they were discovered.	Otto Frank lived in hiding for over 25 months.	0
At Prinsengracht, Otto Frank and his family hid in the attic of their shop for over two years before they were discovered.	Otto Frank went into hiding until the Nazis found him.	1
Many states and local governments have additional audit requirements;	Local governments are free to set their own rules.	1
Many states and local governments have additional audit requirements;	Local governments have no requirements.	2
Many states and local governments have additional audit requirements;	There are additional audit requirements issued by local governments.	0
The information security group conducts between 8 and 12 sessions per month.	The safety group has an average of 9 sessions per month.	1
The information security group conducts between 8 and 12 sessions per month.	The security group meets every day of the month.	2
The information security group conducts between 8 and 12 sessions per month.	The safety group holds several sessions a year.	0
