premise	hypothesis	label
she said tears were running down her eyes, and then joe came on the porch.	She quickly wiped away her tears after Joe cheated on her on the ice.	1
Although the plane is on fire, why would it be on fire, it is burning and melting through the body of the lead, which emits radiation.	radiation can also be controlled during a fire.	1
Although the plane is on fire, why would it be on fire, it is burning and melting through the body of the lead, which emits radiation.	After the plane burns, radiation is emitted from the body of the lead.	0
Although the plane is on fire, why would it be on fire, it is burning and melting through the body of the lead, which emits radiation.	the radiation does not escape during a fire.	2
This is Clem Francis, a retired major general from the United States Air Force.	The commander-in-chief is retired from the US Air Force.	0
This is Clem Francis, a retired major general from the United States Air Force.	The chief officer retired a few weeks ago.	1
This is Clem Francis, a retired major general from the United States Air Force.	U.S. Air Force Chief of Staff takes office this week.	2
he said that there are two or three planes arriving in a week and i don't know where they are flying.	More than one plane lands every week.	0
he said that there are two or three planes arriving in a week and i don't know where they are flying.	Increased air traffic is causing problems.	1
he said that there are two or three planes arriving in a week and i don't know where they are flying.	no airplanes are going to land.	2
They have already trained in full pressure suits and it took me some time to get into full pressure suits.	It takes up to three months to complete training in the use of full pressure suits.	1
They have already trained in full pressure suits and it took me some time to get into full pressure suits.	The training to use full pressure suits takes considerable time.	0
They have already trained in full pressure suits and it took me some time to get into full pressure suits.	At the end of the day, we can train you on how to use a full pressure suit.	2
I would like to say that it is safe to go into battle with the bomb because no matter how hard it hits the ground, it will not explode.	The bomb was defused by the pilot.	1
I would like to say that it is safe to go into battle with the bomb because no matter how hard it hits the ground, it will not explode.	There was no chance that the bomb would explode.	0
I would like to say that it is safe to go into battle with the bomb because no matter how hard it hits the ground, it will not explode.	the bomb was a big risk of explosion.	2
And that sounds like exactly what I'm trying to do.	I'm not sure what this looks like to you.	2
And that sounds like exactly what I'm trying to do.	Of course, that's what I'm trying to do.	0
And that sounds like exactly what I'm trying to do.	i'm trying to finish my project next week.	1
But nevertheless, the animals are slaughtered regularly, especially the goats.	the goats escaped from the pen each day.	1
But nevertheless, the animals are slaughtered regularly, especially the goats.	the goats often ran away.	0
But nevertheless, the animals are slaughtered regularly, especially the goats.	The goats are kept safe.	2
the doors were locked when we entered.	all the doors were open.	2
the doors were locked when we entered.	they had the keys.	1
the doors were locked when we entered.	the doors were locked, but we managed to get inside.	0
So I just had to take the total and try and guess.	i'm sure i just need the numbers to solve this problem.	1
So I just had to take the total and try and guess.	I don't have the idea, I was given only the total, please give me more details to solve this problem.	2
So I just had to take the total and try and guess.	i meditate based on the totality.	0
And that's mostly because their mothers are on drugs.	His mothers are drug addicts.	1
And that's mostly because their mothers are on drugs.	the mothers are not prescribed or taking medication.	2
And that's mostly because their mothers are on drugs.	mothers take drugs.	0
yes, it's very nice when it rains	the rain doesn't scare me.	1
yes, it's very nice when it rains	it is nice and rainy.	0
yes, it's very nice when it rains	It's very bad with endless sunlight.	2
Oh, what is the value of human life and whether or not it is possible to make someone recover	All lives are worth recovering and getting a second chance.	1
Oh, what is the value of human life and whether or not it is possible to make someone recover	no one deserves to recover.	2
Oh, what is the value of human life and whether or not it is possible to make someone recover	life is worth living, not recovering.	0
oh brother you have a weird wire problem there	i have never seen such a wire problem before.	1
oh brother you have a weird wire problem there	The problem is not the wire.	2
oh brother you have a weird wire problem there	there is a problem with this unusual wire.	0
Sounds like a lot of fun yeah this is amazing to me how many things they allow	i was not impressed by their mild-temperedness.	2
Sounds like a lot of fun yeah this is amazing to me how many things they allow	to my surprise, they let her take food and drink with her.	1
Sounds like a lot of fun yeah this is amazing to me how many things they allow	i wonder what they might be missing.	0
Oh, but anyway, my five kids are 21 and 24 now, so I don't have to.	i don't want to because my kids are over twenty.	0
Oh, but anyway, my five kids are 21 and 24 now, so I don't have to.	I may have to because they are close in age.	1
Oh, but anyway, my five kids are 21 and 24 now, so I don't have to.	i have to do this because they are both 10 and 11 years old.	2
Yes, people who can be at work at any time, or people whose decisions can be blurred if they have to	yes, humans may not be able to make the best judgment call.	0
Yes, people who can be at work at any time, or people whose decisions can be blurred if they have to	Yes, people who do not feel hungry	1
Yes, people who can be at work at any time, or people whose decisions can be blurred if they have to	Yes, people whose decision-making skills are not impaired at all.	2
No, they're still, they're still on tour, they've been on tour since the late '60s.	they have been visiting since before 1970.	0
No, they're still, they're still on tour, they've been on tour since the late '60s.	they love to visit.	1
No, they're still, they're still on tour, they've been on tour since the late '60s.	they have recently completed their visit.	2
How can you do aerobics?	can you explain how you do aerobics?	0
How can you do aerobics?	I am interested in aerobics because I need some cardiovascular activity.	1
How can you do aerobics?	Please stop talking about aerobics.	2
Well, that's good. I hadn't thought about it.	It was a stupid idea I made last week.	2
Well, that's good. I hadn't thought about it.	that's a good point.	0
Well, that's good. I hadn't thought about it.	you make a good point.	1
Two days a week, day care is provided in what is called senior citizen day care, but she goes to a senior citizen center.	The day care is open daily for children up to five years of age only.	2
Two days a week, day care is provided in what is called senior citizen day care, but she goes to a senior citizen center.	Senior citizens are allowed to travel more than twice a week if they are able to do so.	1
Two days a week, day care is provided in what is called senior citizen day care, but she goes to a senior citizen center.	It is referred to as elderly day care but is called a senior center.	0
Oh, that was their goal.	This is what they have been seeking .	0
Oh, that was their goal.	this was not what they wanted at all.	2
Oh, that was their goal.	they achieved their goal.	1
Gun control means using both hands	Half of all accidental gunshots are made with one hand.	1
Gun control means using both hands	The best way to keep a gun under control is to use both feet.	2
Gun control means using both hands	If you want to practice gun control, use both hands.	0
And uh but if it came out of nowhere I don't know where it came from but	I don't know where it came from, but it's fast.	0
And uh but if it came out of nowhere I don't know where it came from but	it's coming soon, but i know where it's coming from.	1
And uh but if it came out of nowhere I don't know where it came from but	it comes like a molasses and i know exactly when it will come.	2
No. In fact, I don't even think I know him very well.	i don't know much about him.	0
No. In fact, I don't even think I know him very well.	i am not an expert on love.	1
No. In fact, I don't even think I know him very well.	i have been studying him for years.	2
Yeah, she was great, you know.	I think she knows he's awesome.	1
Yeah, she was great, you know.	no, she was evil.	2
Yeah, she was great, you know.	yes, she was very good.	0
Yes, he suggested that we use the bathroom as a bathroom.	Vacuum offered to buy.	2
Yes, he suggested that we use the bathroom as a bathroom.	he suggested a bath.	0
Yes, he suggested that we use the bathroom as a bathroom.	he wanted to cleanse the blood with a swab.	1
It's too bad there was a shooting on the highway three blocks from our house.	The shooting took place less than 100 miles from where I live.	2
It's too bad there was a shooting on the highway three blocks from our house.	the shooting took place near my house, so i am afraid to go out.	1
It's too bad there was a shooting on the highway three blocks from our house.	There was a shooting near my house, it's really not a good neighborhood.	0
Ah-hah-hah he is true he is he is not really ah-hah-hah	i don't agree with you, he's too consistent.	2
Ah-hah-hah he is true he is he is not really ah-hah-hah	You're probably right about the consistency.	1
Ah-hah-hah he is true he is he is not really ah-hah-hah	you are right about that, because he is not consistent.	0
I'm trying to stay there.	I recommend staying.	0
I'm trying to stay there.	i am doing the best i can.	1
I'm trying to stay there.	i will leave him and not look back.	2
A gateway to the next era of technology.	we are building the prerequisites for the future era of technology.	0
A gateway to the next era of technology.	We are building transistors, so that our future will be guided by artificial intelligence.	1
A gateway to the next era of technology.	We want to prevent the technology from failing.	2
For example, in high concentrations, all the chromosomes turn purple.	at most, only half of the genes can change to purple.	2
For example, in high concentrations, all the chromosomes turn purple.	the seeds do not change color.	0
For example, in high concentrations, all the chromosomes turn purple.	in some cases, the seeds may turn blue.	1
Daniel Yaminis is a brilliant young mathematician.	Mr. Yamin is very good at math.	0
Daniel Yaminis is a brilliant young mathematician.	Mr. Yamin's focus is on algebraic geometry.	1
Daniel Yaminis is a brilliant young mathematician.	Mr. Yaminis is a great artist, but a bad mathematician.	2
And if so, are they often near that border?	I know they never travel near the border.	2
And if so, are they often near that border?	I want to know, are there many times in England?	1
And if so, are they often near that border?	they wanted to know how many times they had been near the border.	0
And there's, I think, a molecular clue that the biosphere is permanently building itself into a regime that can extend gene expression.	the biosphere changes dramatically.	0
And there's, I think, a molecular clue that the biosphere is permanently building itself into a regime that can extend gene expression.	the biosphere changes with temperature.	1
And there's, I think, a molecular clue that the biosphere is permanently building itself into a regime that can extend gene expression.	the biosphere never changes.	2
By the way, an ordinary crystal of this size would not be able to store so much information.	Regular crystals are very high density data storage media.	2
By the way, an ordinary crystal of this size would not be able to store so much information.	Regular crystals are not very useful for data encoding.	0
By the way, an ordinary crystal of this size would not be able to store so much information.	there are other types of crystals that are very useful for recording geographic information using laser beams.	1
In this regard, adults do not need to teach preschoolers to solve puzzles or other similar tasks by pretending, as they sometimes do.	preschoolers are naturally better at solving puzzles than simulation games.	2
In this regard, adults do not need to teach preschoolers to solve puzzles or other similar tasks by pretending, as they sometimes do.	preschoolers don't need much help learning how to fake it.	0
In this regard, adults do not need to teach preschoolers to solve puzzles or other similar tasks by pretending, as they sometimes do.	Preschoolers lack the necessary spatial modeling skills to figure out puzzles on their own.	1
[This country] was conceived on the idea of liberty and the equality of all men.	A memorandum on this idea is recorded in several additional documents.	1
[This country] was conceived on the idea of liberty and the equality of all men.	some people believe that all people are equal.	0
[This country] was conceived on the idea of liberty and the equality of all men.	This country was founded on the belief that some people are inherently better than others.	2
do i have to say thank you more?	i'm sure i need to punish him for his failures.	2
do i have to say thank you more?	i wonder if he deserves more recognition than i do.	0
do i have to say thank you more?	Should I thank him more for the piano-playing scene ?	1
Circular network theories can be constructed in various dimensions.	Other dimensions can be used to construct spinning network theories.	0
Circular network theories can be constructed in various dimensions.	Circuit networks are very useful for data storage technologies.	1
Circular network theories can be constructed in various dimensions.	A circular network cannot be thought of in different dimensions.	2
(Anxiously) No, no, I don't want you to die!	i don't want you to die!	0
(Anxiously) No, no, I don't want you to die!	i don't care if you are dead!	2
(Anxiously) No, no, I don't want you to die!	i would be very upset if you died.	1
He was publicly hanged on March 19, 1875, in San Jose, California.	California carried out public executions until late 1875.	0
He was publicly hanged on March 19, 1875, in San Jose, California.	he was acquitted of all wrongdoing and sent on his way.	2
He was publicly hanged on March 19, 1875, in San Jose, California.	he was hanged for sedition and horse theft.	1
A sea of glittering green flows through the reign of chaos.	the sea was deep blue and as smooth as glass.	2
A sea of glittering green flows through the reign of chaos.	the sea was filled with small fish that were spraying on the boat.	1
A sea of glittering green flows through the reign of chaos.	the sea was green and looked like a bubble.	0
An entirely new legal system was eagerly awaiting the end of the turmoil of the 1860's.	By the 1870's, all law and order had collapsed, and the country was in a state of total lawlessness.	2
An entirely new legal system was eagerly awaiting the end of the turmoil of the 1860's.	The 1860's were turbulent times.	0
An entirely new legal system was eagerly awaiting the end of the turmoil of the 1860's.	The new legal system seeks to expand workers' rights.	1
As any higher type of thinking, he points out, RST first manifests itself in social interaction, when the child and the culture engage in a shared activity between him or her representatives.	children do not have the capacity to share higher forms of thought.	2
As any higher type of thinking, he points out, RST first manifests itself in social interaction, when the child and the culture engage in a shared activity between him or her representatives.	fishing is a popular activity in many cultures.	1
As any higher type of thinking, he points out, RST first manifests itself in social interaction, when the child and the culture engage in a shared activity between him or her representatives.	Shared activities are sometimes useful for sharing higher types of thoughts.	0
In some communities there were religious leaders, called rezadores, who led the community in prayer at funerals, on holidays, and whenever the priest was not present.	there were no nonpriestly spiritual leaders in all the camps.	2
In some communities there were religious leaders, called rezadores, who led the community in prayer at funerals, on holidays, and whenever the priest was not present.	some communities had nonpriestly spiritual leaders.	0
In some communities there were religious leaders, called rezadores, who led the community in prayer at funerals, on holidays, and whenever the priest was not present.	some spiritual leaders had dark hair.	1
In social drama play, there are also opportunities for role-playing and coordination, perhaps helping children understand the similarities and differences between people in interests, beliefs, and emotions.	children can learn how people are the same and different.	0
In social drama play, there are also opportunities for role-playing and coordination, perhaps helping children understand the similarities and differences between people in interests, beliefs, and emotions.	children can see how different races are.	1
In social drama play, there are also opportunities for role-playing and coordination, perhaps helping children understand the similarities and differences between people in interests, beliefs, and emotions.	children cannot learn anything.	2
Germany's postwar constitutional order, its supreme virtue, was the greatest casualty of the Nazi regime.	the nazi regime allowed it.	2
Germany's postwar constitutional order, its supreme virtue, was the greatest casualty of the Nazi regime.	the nazi regime executed everyone involved.	1
Germany's postwar constitutional order, its supreme virtue, was the greatest casualty of the Nazi regime.	the nazi regime put an end to it.	0
sonja's daughter began to imitate her daughter's anger.	no one was angry.	2
sonja's daughter began to imitate her daughter's anger.	sonja is a girl.	0
sonja's daughter began to imitate her daughter's anger.	sonja was furious.	1
6 During the fifty-five years of civil war, the court made little use of this power.	the court used this power sporadically in the decades leading up to the civil war.	0
6 During the fifty-five years of civil war, the court made little use of this power.	The court used this authority four times in the fifty-five years leading up to the Civil War.	1
6 During the fifty-five years of civil war, the court made little use of this power.	The court has used this power 5 million times in the fifty-five years since the Civil War.	2
i assure you, my lord, i know all of it well.	i am telling you that i have been given knowledge of all things.	0
i assure you, my lord, i know all of it well.	I was told about the detective's death.	1
i assure you, my lord, i know all of it well.	There are many details that were hidden from me.	2
the voices interrupted captain blood's angry thoughts.	captain blood was able to think his confused thoughts through without interruption.	2
the voices interrupted captain blood's angry thoughts.	Captain Blood's thoughts were interrupted by some voices.	0
the voices interrupted captain blood's angry thoughts.	the cat's scream threw the captain off his feet.	1
But when I was no better than a slave in your uncle's house in Barbados, I can't forget the kindness you showed me.	when i was a slave in barbados, you treated me kindly.	0
But when I was no better than a slave in your uncle's house in Barbados, I can't forget the kindness you showed me.	you have been incredibly cruel to me, and you have regarded me as more than filth.	2
But when I was no better than a slave in your uncle's house in Barbados, I can't forget the kindness you showed me.	your uncle used to beat me badly every day when i was his age.	1
less than two miles [3 km] away, a massive wall of bright green covered the western horizon.	the lush landscape was in sight.	0
less than two miles [3 km] away, a massive wall of bright green covered the western horizon.	the island they were approaching was uninhabited.	1
less than two miles [3 km] away, a massive wall of bright green covered the western horizon.	far away, they could see no land; all they could see was the vast ocean.	2
I am his majesty's emissary in these barbarous regions, and a close relative of Lord Sunderland.	his majesty has messengers, and i am one of them.	0
I am his majesty's emissary in these barbarous regions, and a close relative of Lord Sunderland.	about a week ago, his majesty sent me here.	1
I am his majesty's emissary in these barbarous regions, and a close relative of Lord Sunderland.	i don't take orders from his majesty.	2
"""i owe you one"", he said, ""or so i thought""."	he has never felt that he owes you anything.	2
"""i owe you one"", he said, ""or so i thought""."	as a penniless merchant, one owed you for your help.	1
"""i owe you one"", he said, ""or so i thought""."	he felt that he owed you something.	0
I should have known better than to come, so I approached Jamaica at night.	after sundown, i drove near jamaica.	0
I should have known better than to come, so I approached Jamaica at night.	I traveled to jamaica on a large boat.	1
I should have known better than to come, so I approached Jamaica at night.	my wife and i arrived in jamaica in broad daylight.	2
As he lay there in his bed during the day, his thoughts were on this and other things.	bleed was dreaming in his daytime sleep.	2
As he lay there in his bed during the day, his thoughts were on this and other things.	Bled was lying down and meditating.	0
As he lay there in his bed during the day, his thoughts were on this and other things.	bleed remembered fondly the last time he saw his mother.	1
Of course, then, I will tell you:	Well, then I'll tell you about it.	0
Of course, then, I will tell you:	i won't say a word to you.	2
Of course, then, I will tell you:	i'm only telling you because you promised not to do it again.	1
Ah! and what way could it be?	someone is asking which way to go.	0
Ah! and what way could it be?	the person making the request is alone, and there is no one around to consult him.	2
Ah! and what way could it be?	the inquirer is impatient and wants to know immediately which way to go.	1
i will not accept the king's commission lightly.	it would be against my morals to carry out the king's commission.	1
i will not accept the king's commission lightly.	i thought carefully about the king's mission.	0
i will not accept the king's commission lightly.	without thinking, i signed the royal warrant.	2
he recognized the urgency of the situation.	He realized that he had all day to retreat.	2
he recognized the urgency of the situation.	he recognized the urgency of the situation.	0
he recognized the urgency of the situation.	if he had stayed in the same place.	1
However, in the last three years, she said she had become what she had to be and had done what she had to do, but now without any of her previous contempt, she spoke with sadness.	She didn't like that he had killed so many men in the last three years.	1
However, in the last three years, she said she had become what she had to be and had done what she had to do, but now without any of her previous contempt, she spoke with sadness.	she speaks with enthusiasm about his adventures and personality.	2
However, in the last three years, she said she had become what she had to be and had done what she had to do, but now without any of her previous contempt, she spoke with sadness.	she spoke in a sad tone.	0
i guess this is after the fashion for people like you.	i think that's what people like you do.	0
i guess this is after the fashion for people like you.	i have read about your kind and your culture.	1
i guess this is after the fashion for people like you.	i took it for granted that this is not common among people like you.	2
Pride has wrapped up her cover.	a huge smile spread across her face.	2
Pride has wrapped up her cover.	she felt a tingling in her stomach.	1
Pride has wrapped up her cover.	her face was wrinkled.	0
she was looking at him with the light in her eyes, but when she saw his face swallowed up in sadness and saw the deep fury that had scarred his face, her own expression changed.	after seeing his face, her expression changed.	0
she was looking at him with the light in her eyes, but when she saw his face swallowed up in sadness and saw the deep fury that had scarred his face, her own expression changed.	when she saw the distress on his face, her face brightened.	2
she was looking at him with the light in her eyes, but when she saw his face swallowed up in sadness and saw the deep fury that had scarred his face, her own expression changed.	She didn't know if he was angry with her.	1
he walked slowly along the corner of the fortified wall and entered the courtyard through the main entrance.	the main gates were locked, so he jumped over the wall and entered the courtyard.	2
he walked slowly along the corner of the fortified wall and entered the courtyard through the main entrance.	the great gates were the only entrance to the courtyard.	1
he walked slowly along the corner of the fortified wall and entered the courtyard through the main entrance.	the entrances to the courtyard were large.	0
they will take you to the gallows, he no doubt said with contempt.	he thought that a man was going to be impaled.	0
they will take you to the gallows, he no doubt said with contempt.	he was the police officer who caught the thief.	1
they will take you to the gallows, he no doubt said with contempt.	he whispered of his escape from prison.	2
how could i be loyal to them? it was negotiable.	I couldn't bring myself to arrest them.	0
how could i be loyal to them? it was negotiable.	the moment i see them, i put them under control.	2
how could i be loyal to them? it was negotiable.	i would never forgive myself if they were late.	1
I've been chasing him for the past year.	i had been following him closely for a year without his knowledge.	1
I've been chasing him for the past year.	i only watched him for about a week.	2
I've been chasing him for the past year.	I've been following him for the past year.	0
The museum is not strong on catalogues or accounts.	The museum doesn't like to be labeled.	1
The museum is not strong on catalogues or accounts.	The museum is not a fan of brochures.	0
The museum is not strong on catalogues or accounts.	The museum's strong point is its catalogs.	2
These open-air markets themselves are the most attractive places to shop in Beijing.	Beijing has open-air markets with some of the most interesting shops.	0
These open-air markets themselves are the most attractive places to shop in Beijing.	Beijing's open-air markets are some of the most attractive in the world.	1
These open-air markets themselves are the most attractive places to shop in Beijing.	Beijing's strict laws prohibit open-air markets within the city limits.	2
The large bay on the northwest coast makes a good harbor, but both the water and the beach can be dirty.	The water and the beach are always clean.	2
The large bay on the northwest coast makes a good harbor, but both the water and the beach can be dirty.	the water and the beach may be polluted.	0
The large bay on the northwest coast makes a good harbor, but both the water and the beach can be dirty.	the water is polluted.	1
those skyscrapers were banks, and the street where they stood was nicknamed the mila de oro, or golden mile.	none of the skyscrapers on the golden mile are banks.	2
those skyscrapers were banks, and the street where they stood was nicknamed the mila de oro, or golden mile.	the skyscrapers on the golden mile are banks.	0
those skyscrapers were banks, and the street where they stood was nicknamed the mila de oro, or golden mile.	The skyscrapers on the Golden Mile are home to various types of businesses, including banks.	1
the second world war was a british commonwealth air training program that used the safe airspace of canada to prepare pilots for war.	Canada had safer skies.	0
the second world war was a british commonwealth air training program that used the safe airspace of canada to prepare pilots for war.	Canadian skies were free of missiles.	1
the second world war was a british commonwealth air training program that used the safe airspace of canada to prepare pilots for war.	Canadian skies were more dangerous.	2
And although they know that their beautiful beaches are no longer their own, they remain tolerant and supportive.	They are now bitter and annoying to everyone because they have to share the beach.	2
And although they know that their beautiful beaches are no longer their own, they remain tolerant and supportive.	Now they have to share the beach with other people.	0
And although they know that their beautiful beaches are no longer their own, they remain tolerant and supportive.	They used to have five hundred miles of coastline.	1
Kublai Khan established his own fort in 1279 on the shores of Lake Beihai in Beijing, some of the imperial treasures are still on display today.	Kublai Khan established a fortune in Taiwan.	2
Kublai Khan established his own fort in 1279 on the shores of Lake Beihai in Beijing, some of the imperial treasures are still on display today.	Kublai Khan has a large fortune in Beijing.	0
Kublai Khan established his own fort in 1279 on the shores of Lake Beihai in Beijing, some of the imperial treasures are still on display today.	kublai khan was a very respected man.	1
Only Protestant schools accepted their children; Eastern European Jews graduated to wealthy Westmount or emigrated back to Toronto.	Eastern European Jews get along well with everyone.	2
Only Protestant schools accepted their children; Eastern European Jews graduated to wealthy Westmount or emigrated back to Toronto.	Jews are not wanted by the rest of society.	1
Only Protestant schools accepted their children; Eastern European Jews graduated to wealthy Westmount or emigrated back to Toronto.	Jews were easily integrated into the Anglo-Saxon community.	0
if possible, be acquainted with the plot in advance.	Don't get into the plot beforehand; it will spoil the fun later.	2
if possible, be acquainted with the plot in advance.	if you can, try to understand the plot in advance.	0
if possible, be acquainted with the plot in advance.	once you understand the plot, the lesson will be easier.	1
The burial mounds are 27 metres (88 ft) deep underground, made of marble, and cover 1,200 square metres (13,000 sq ft).	It is buried more than 20 meters underground.	0
The burial mounds are 27 metres (88 ft) deep underground, made of marble, and cover 1,200 square metres (13,000 sq ft).	he was an important public figure.	1
The burial mounds are 27 metres (88 ft) deep underground, made of marble, and cover 1,200 square metres (13,000 sq ft).	His tombs are made of wood.	2
Remember to hide all moving objects from the monkeys.	hide your possessions from the monkeys.	0
Remember to hide all moving objects from the monkeys.	The monkeys have a keen interest in many things, including your possessions.	1
Remember to hide all moving objects from the monkeys.	There is no need to hide your possessions from monkeys.	2
For some 1,400 years before the construction of the palace of Esther, Milreau was the home of a prominent nobleman.	milroy was 10 miles away from everything.	1
For some 1,400 years before the construction of the palace of Esther, Milreau was the home of a prominent nobleman.	Milroy was out of the country.	0
For some 1,400 years before the construction of the palace of Esther, Milreau was the home of a prominent nobleman.	milreau was in the heart of the city.	2
The sea temperature fluctuates between 18°C and 24°C (64-75°F).	The temperature of the sea is constantly changing, but the cooling air does not go below zero.	0
The sea temperature fluctuates between 18°C and 24°C (64-75°F).	The sea climate is always in the same place throughout the year.	2
The sea temperature fluctuates between 18°C and 24°C (64-75°F).	Sea temperatures are higher during the day, when it is warm.	1
Kimbale National Park is one of the six protected areas in the state.	Kimbale National Park has ten elephants and six rhinos.	1
Kimbale National Park is one of the six protected areas in the state.	The state has protected areas including the Kimbale National Park.	0
Kimbale National Park is one of the six protected areas in the state.	There are a total of three protected areas in the state.	2
You will see videos of Anne's story and the siege of Amsterdam, including photographs and artifacts from the period.	You do not see pictures.	2
You will see videos of Anne's story and the siege of Amsterdam, including photographs and artifacts from the period.	you will see pictures.	0
You will see videos of Anne's story and the siege of Amsterdam, including photographs and artifacts from the period.	you can see some of the original photos.	1
The beach of Trier is the only resort, with a few hotels spread over three sandy beaches.	There are not many hotel options for those visiting Treasure Beach.	0
The beach of Trier is the only resort, with a few hotels spread over three sandy beaches.	A four-star hotel is available for tourists visiting Trier beach.	1
The beach of Trier is the only resort, with a few hotels spread over three sandy beaches.	Trier beach is one of the many resorts in the area.	2
Summer brings warm (but not hot) weather and warm sea temperatures, making it ideal for diving, snorkeling and other water sports.	In summer, it is always 100 degrees or more.	2
Summer brings warm (but not hot) weather and warm sea temperatures, making it ideal for diving, snorkeling and other water sports.	It's usually 75 in the summer.	1
Summer brings warm (but not hot) weather and warm sea temperatures, making it ideal for diving, snorkeling and other water sports.	in summer, the climate is hot.	0
one of the pools was where visitors threw coins in hopes of casting a spell on eli's head, a sure sign of good luck.	People never throw money in it because it's bad luck.	2
one of the pools was where visitors threw coins in hopes of casting a spell on eli's head, a sure sign of good luck.	people throw coins in it even though the sign says not to.	1
one of the pools was where visitors threw coins in hopes of casting a spell on eli's head, a sure sign of good luck.	people throw coins into the water.	0
The port city of Nafplio is the perfect base for visiting the area, or it could be a place to have lunch on your tour.	Nafpilio has a positive attitude.	1
The port city of Nafplio is the perfect base for visiting the area, or it could be a place to have lunch on your tour.	naphelio is a bad foundation.	2
The port city of Nafplio is the perfect base for visiting the area, or it could be a place to have lunch on your tour.	Naflio is the perfect foundation.	0
Otto Frank and his family hid in the attic of his business house for more than two years before they were discovered in Prinsengracht.	Otto Frank was arrested on the second day	2
Otto Frank and his family hid in the attic of his business house for more than two years before they were discovered in Prinsengracht.	Otto Frank was in hiding for more than 25 months	0
Otto Frank and his family hid in the attic of his business house for more than two years before they were discovered in Prinsengracht.	Otto Frank hid until the Nazis caught up with him	1
Many state and local governments have additional regulatory requirements.	Local governments can make their own laws	1
Many state and local governments have additional regulatory requirements.	Local managers have no prerequisites	2
Many state and local governments have additional regulatory requirements.	There are additional regulatory requirements in the environmental administration	0
The information security team conducts 8 to 12 sessions per month	The security team conducts an average of 9 sessions per month.	1
The information security team conducts 8 to 12 sessions per month	The security team holds sessions every day for a month	2
The information security team conducts 8 to 12 sessions per month	The security team holds several sessions a year.	0
But the basic engineering had already been done.	engineering had its first revolution	0
But the basic engineering had already been done.	engineering is done only at the last minute	2
But the basic engineering had already been done.	Without preconditions, engineering can fail	1
Therefore, government decision makers and managers are adopting new ways of thinking, considering ways to achieve different goals, and using new information to guide decisions.	In the United States, for example, the number of people with disabilities is rising steadily.	0
Therefore, government decision makers and managers are adopting new ways of thinking, considering ways to achieve different goals, and using new information to guide decisions.	Government officials are trying to increase their power in a unique way	1
Therefore, government decision makers and managers are adopting new ways of thinking, considering ways to achieve different goals, and using new information to guide decisions.	Government officials do not want to change their way of life	2
Case files may need to be translated for non-English readers	Lawsuits filed in English only	2
Case files may need to be translated for non-English readers	The case files can be kept in Chinese or Russian	1
Case files may need to be translated for non-English readers	The case files may be stored in other languages	0
Other efforts currently underway or planned include:	Most of our efforts are at work	1
Other efforts currently underway or planned include:	We have no other plans for the future	2
Other efforts currently underway or planned include:	We have a plan	0
