premise	hypothesis	label
The bus came to a place where there were two or three flights a week and I didn't know where they were going.	The future of aviation is a blank canvas.	1
The bus came to a place where there were two or three flights a week and I didn't know where they were going.	No planes are arriving.	2
And they already had their practice in the high tension suit and it took me a while if you're going for the full tension suit.	It takes three months to complete training on the use of a full pressure suit.	1
And they already had their practice in the high tension suit and it took me a while if you're going for the full tension suit.	Training to use a full pressure suit takes time.	0
And they already had their practice in the high tension suit and it took me a while if you're going for the full tension suit.	We could teach you to use a full pressure suit at the end of the day.	2
I want to say that there was no danger of entering with the bomb because it cannot explode, despite the fact that it would fall to the ground.	The bomb had been defused by the pilot.	1
I want to say that there was no danger of entering with the bomb because it cannot explode, despite the fact that it would fall to the ground.	The bomb had no chance of exploding.	0
I want to say that there was no danger of entering with the bomb because it cannot explode, despite the fact that it would fall to the ground.	There was a high risk of an explosion.	2
And how exactly does it resemble what I'm trying to do.	I'm not sure what this looks like to you.	2
And how exactly does it resemble what I'm trying to do.	I'm trying to do this, obviously.	0
And how exactly does it resemble what I'm trying to do.	I'm trying to finish my project next week.	1
But still, the animals would always be free, especially the goats.	The goat escaped when he was tied up every day.	1
But still, the animals would always be free, especially the goats.	The goats escaped repeatedly.	0
But still, the animals would always be free, especially the goats.	The goats were kept safe.	2
The doors were locked when we entered.	All the doors were open.	2
The doors were locked when we entered.	We had the keys with us.	1
The doors were locked when we entered.	We entered even though the doors were locked.	0
So I just had to take the big picture and try and see it that way.	I feel hopeful that the summary is all I need to solve this.	1
So I just had to take the big picture and try and see it that way.	I have no idea what to do with the summary only please give me more details to solve this mess.	2
So I just had to take the big picture and try and see it that way.	I'm going to calculate on a gross basis.	0
Many are attributed to the fact that the biological mother is a drug addict.	Their mothers are drug addicts.	1
Many are attributed to the fact that the biological mother is a drug addict.	The mother doesn't use any prescription medication or drugs	2
Many are attributed to the fact that the biological mother is a drug addict.	The mothers use drugs.	0
It's so good that it's been raining.	I don't care about the rain.	1
It's so good that it's been raining.	It is beautiful and watering.	0
It's so good that it's been raining.	The sun's rays are threatening to disappear.	2
About the instinct of the human heart and whether it can correct a person.	All life needs to be rearranged and given a second chance.	1
About the instinct of the human heart and whether it can correct a person.	No human deserves to be corrected.	2
About the instinct of the human heart and whether it can correct a person.	Regardless of what repairs life is worth.	0
Man, you've got a special way of doing things.	I've never seen a wiring problem like this.	1
Man, you've got a special way of doing things.	The text is not the argument.	2
Man, you've got a special way of doing things.	There is a problem caused by this unusual network.	0
It seems like so much fun, it's amazing to me how many things they allowed.	I was not at all surprised by their compassion.	2
It seems like so much fun, it's amazing to me how many things they allowed.	To my surprise, they let me eat and drink inside.	1
It seems like so much fun, it's amazing to me how many things they allowed.	I wonder what they can do without being asked.	0
Oh, but anyway, my kids are now twenty and twenty-four, so I don't need	I don't need to because my children are in their twenties.	0
Oh, but anyway, my kids are now twenty and twenty-four, so I don't need	I may have to because they've been together for years.	1
Oh, but anyway, my kids are now twenty and twenty-four, so I don't need	It must now be as old as wood and wood and one all.	2
They're people who can be employed at any time or whose decisions can be closed if they had to make a decision.	Yes, people who can't make good decisions.	0
They're people who can be employed at any time or whose decisions can be closed if they had to make a decision.	Yes, people who are not hungry.	1
They're people who can be employed at any time or whose decisions can be closed if they had to make a decision.	Yes, men whose sound judgment has never been called into question.	2
No, they're still, they're still on tour. They've been on tour since the late 1960s.	They have been observing it since 1970.	0
No, they're still, they're still on tour. They've been on tour since the late 1960s.	They love the visit	1
No, they're still, they're still on tour. They've been on tour since the late 1960s.	They had just finished their tour.	2
What would you do?	Can you explain how to do aerobics?	0
What would you do?	I am drawn to aerobics because I need cardiovascular exercise.	1
What would you do?	Please stop talking about exercise.	2
That's good. That's good. I hadn't thought about that, yeah.	That's a dumb idea that I gave up on last week.	2
That's good. That's good. I hadn't thought about that, yeah.	That is a good step.	0
That's good. That's good. I hadn't thought about that, yeah.	The unit you mention is a good step.	1
A two-day service two days a week they call it a day care for the village elders but he goes to the senior citizen center	The day care is open every day for children under the age of five only.	2
A two-day service two days a week they call it a day care for the village elders but he goes to the senior citizen center	They allow them to go more than twice a week as long-term citizens demand.	1
A two-day service two days a week they call it a day care for the village elders but he goes to the senior citizen center	They say it's like a senior day service but it's called a senior center.	0
That was their goal!	That is what they were longing for.	0
That was their goal!	This was never what they wanted.	2
That was their goal!	They succeeded.	1
Preventing the use of guns means using both hands.	Half of all gun mistakes are due to one-handed use.	1
Preventing the use of guns means using both hands.	The best way to control a gun is to use both feet.	2
Preventing the use of guns means using both hands.	Use both hands if you want to learn how to handle a gun.	0
It happens somewhere, but I don't know exactly where it happens.	I don't know where it happened but it's fast.	0
It happens somewhere, but I don't know exactly where it happens.	It's coming fast but I know where it might be coming from.	1
It happens somewhere, but I don't know exactly where it happens.	It comes like sugar and I know when it comes	2
No. I don't think I know him well at all.	I don't know any more about it.	0
No. I don't think I know him well at all.	I have no experience in matters of love.	1
No. I don't think I know him well at all.	I've been reading for years.	2
Yes, he was wonderful, don't you know him.	I think she knows that she was attractive.	1
Yes, he was wonderful, don't you know him.	No. He was bad.	2
Yes, he was wonderful, don't you know him.	Yes, he was very nice.	0
Yes, he gave the idea to find out uh um how you would use it.	He suggested buying a stork.	2
Yes, he gave the idea to find out uh um how you would use it.	He suggested finding a deck.	0
Yes, he gave the idea to find out uh um how you would use it.	He wants to drain the blood with a sieve.	1
It's bad out there. We had a shooting three blocks from our house.	The shooting was about a hundred miles from where I live.	2
It's bad out there. We had a shooting three blocks from our house.	Bullets were growing around my house, and now I'm afraid to go outside.	1
It's bad out there. We had a shooting three blocks from our house.	There was a shooting near my house, this area is not good.	0
It's true not consistent	I disagree with you, it's too solid.	2
It's true not consistent	I think you may be right about his balance.	1
It's true not consistent	You're right about this asymmetry thing.	0
I'm just trying to hang in there.	I try to be patient.	0
I'm just trying to hang in there.	I'm really doing my best.	1
I'm just trying to hang in there.	I will give up and never look back.	2
We will open our door to the future of technology.	We are building vital precursors for a technologically advanced future.	0
We will open our door to the future of technology.	We're building transistors, so our future state will be enforced by AI.	1
We will open our door to the future of technology.	We want to prevent technology from failing.	2
For example, at the highest level, all genes turn purple.	At most, only half of the genes can change to purple.	2
For example, at the highest level, all genes turn purple.	It is possible for genes to change color.	0
For example, at the highest level, all genes turn purple.	Sometimes the gene can turn blue as well.	1
Daniel Yamins is a young mathematician.	Mr. Yamins is good at math.	0
Daniel Yamins is a young mathematician.	Mr. Yasmin's focus is on algebraic geometry.	1
Daniel Yamins is a young mathematician.	Mr. Yasim is a good artist but a terrible mathematician	2
And if so, are they often near those borders?	I know they've never traveled near borders.	2
And if so, are they often near those borders?	I want to know, are they often in England?	1
And if so, are they often near those borders?	The speaker wanted an explanation as to how often they approached the border.	0
And there's, I think, a molecular clue that the nature reserve is continuing to engage with governance that can be extended to a broader set of lineages.	The climate itself is very changeable.	0
And there's, I think, a molecular clue that the nature reserve is continuing to engage with governance that can be extended to a broader set of lineages.	The biosphere shifts with the temperature.	1
And there's, I think, a molecular clue that the nature reserve is continuing to engage with governance that can be extended to a broader set of lineages.	The climate hasn't changed.	2
At this point, the average cell cannot store much information.	Regular crystals are among the most sophisticated information storage systems.	2
At this point, the average cell cannot store much information.	Ordinary crystals are not essential for obtaining information.	0
At this point, the average cell cannot store much information.	Other types of particles are especially useful in analyzing geographic information using laser beams.	1
Hence, adults do not need to teach preschoolers to pretend, as they do when helping them with puzzles or other similar tasks.	Kindergarteners are better at solving puzzles than they are at role-playing.	2
Hence, adults do not need to teach preschoolers to pretend, as they do when helping them with puzzles or other similar tasks.	Elementary school students don't need much help learning how to do it.	0
Hence, adults do not need to teach preschoolers to pretend, as they do when helping them with puzzles or other similar tasks.	Preschoolers don't have the necessary atmosphere to master puzzles themselves.	1
[This country has been] born in Liberty and dedicated to the proposition that all men are created equal.	Comments on this recommendation were recorded in several supplementary documents	1
[This country has been] born in Liberty and dedicated to the proposition that all men are created equal.	Others believed that all people are equal.	0
[This country has been] born in Liberty and dedicated to the proposition that all men are created equal.	This nation was built on the belief that some people are more equal than others.	2
Should I praise him more?	I'm sure I need to beat him up for his failure.	2
Should I praise him more?	I wonder if he needs more thanks from me.	0
Should I praise him more?	Should I praise him more for his performance on the piano?	1
Theories of the Internet can be formulated in different dimensions.	Other measurements can be used to construct spin network theories.	0
Theories of the Internet can be formulated in different dimensions.	Spin networks are very important for data storage technologies.	1
Theories of the Internet can be formulated in different dimensions.	Weaving nets cannot be thought of in any other way.	2
(In anger) No, no, I don't want you to die!	I don't want you to die!	0
(In anger) No, no, I don't want you to die!	I don't care if you die!	2
(In anger) No, no, I don't want you to die!	How sad I would be if you were to die!	1
He was publicly hanged on March 19, 1875, in San Jose, California.	California was openly carrying out executions until 1875.	0
He was publicly hanged on March 19, 1875, in San Jose, California.	He was bribed of all his faults and told to go away.	2
He was publicly hanged on March 19, 1875, in San Jose, California.	He was hanged for sedition and horse theft.	1
Under the reign of chaos, the sea of glittering green shrinks.	The sea was deep blue and smooth as glass.	2
Under the reign of chaos, the sea of glittering green shrinks.	The sea was full of small fish that gambled.	1
Under the reign of chaos, the sea of glittering green shrinks.	The sea was green and seemed to foam.	0
The new legal system wanted to clear its way out of the turmoil of the 1860's.	By the 1870s the entire legal system was collapsing and the country was in complete chaos.	2
The new legal system wanted to clear its way out of the turmoil of the 1860's.	The 1860's were a dreadful time.	0
The new legal system wanted to clear its way out of the turmoil of the 1860's.	The new legal system hopes to expand the rights of workers.	1
Any kind of higher thinking, he said, is reflected in social interaction, between the child and representatives of his culture as they work together.	Children cannot share the higher forms of thinking.	2
Any kind of higher thinking, he said, is reflected in social interaction, between the child and representatives of his culture as they work together.	Fishing is one activity that is done by different cultures.	1
Any kind of higher thinking, he said, is reflected in social interaction, between the child and representatives of his culture as they work together.	Sharing routine activities is sometimes beneficial for sharing higher forms of thinking.	0
Some villages had spiritual ministers, spiritual leaders who led the community in prayer for funerals, feasts of saints and whenever a priest was not available	There were no nonpriestly spiritual leaders in the streets.	2
Some villages had spiritual ministers, spiritual leaders who led the community in prayer for funerals, feasts of saints and whenever a priest was not available	Other villages had spiritual leaders who were not priests.	0
Some villages had spiritual ministers, spiritual leaders who led the community in prayer for funerals, feasts of saints and whenever a priest was not available	Some of the religious leaders had black hair.	1
In social play, opportunities to work and coordinate different roles may help children to understand the similarities and differences between people in desires, beliefs, and feelings.	Children can learn how people are similar and different.	0
In social play, opportunities to work and coordinate different roles may help children to understand the similarities and differences between people in desires, beliefs, and feelings.	Children can see how different families are.	1
In social play, opportunities to work and coordinate different roles may help children to understand the similarities and differences between people in desires, beliefs, and feelings.	Children cannot learn anything.	2
The high quality of Germany's postwar constitutional order, then, was the greatest casualty of the Nazi regime.	The Nazi regime allowed it.	2
The high quality of Germany's postwar constitutional order, then, was the greatest casualty of the Nazi regime.	The Nazi regime executed everyone involved.	1
The high quality of Germany's postwar constitutional order, then, was the greatest casualty of the Nazi regime.	The Nazi regime put an end to it.	0
Sonja's baby began to imitate her daughter's cries.	No one was having a tantrum.	2
Sonja's baby began to imitate her daughter's cries.	Sonja is a child.	0
Sonja's baby began to imitate her daughter's cries.	Sonja was furious.	1
In the fifty-five years leading up to the civil war, the Court used this power very sparingly.	The courts were using this power in the years leading up to the civil war.	0
In the fifty-five years leading up to the civil war, the Court used this power very sparingly.	The Court exercised this authority four times over a period of fifty-five years prior to the civil war.	1
In the fifty-five years leading up to the civil war, the Court used this power very sparingly.	The Court exercised this authority 5 million times in the fifty-five years leading up to the civil war.	2
I assure you, sir, that I had full knowledge of all.	I tell you that I was informed of everything.	0
I assure you, sir, that I had full knowledge of all.	It was the death of the detective I got the message about.	1
I assure you, sir, that I had full knowledge of all.	There are many details hidden from me.	2
Sounds distracted Captain Blood from his bitter reflections.	Captain Blood was able to think without being disturbed.	2
Sounds distracted Captain Blood from his bitter reflections.	Captain Blood's thoughts are interrupted by noise.	0
Sounds distracted Captain Blood from his bitter reflections.	The captain was roused from his dreams by the howling of a dog.	1
But I will never forget that when I was no better than a slave in your uncle's house in Barbados, you treated me with some kindness.	You treated me well when I was a slave in Barbados.	0
But I will never forget that when I was no better than a slave in your uncle's house in Barbados, you treated me with some kindness.	You have been very cruel to me and have made me worse than the sand.	2
But I will never forget that when I was no better than a slave in your uncle's house in Barbados, you treated me with some kindness.	Your uncle beat me badly every day when he owned me.	1
There, no more than three miles away, was the land - an uneven wall of green expanses that filled the western horizon.	A lot of scenery had been revealed.	0
There, no more than three miles away, was the land - an uneven wall of green expanses that filled the western horizon.	The island they approached was uninhabited.	1
There, no more than three miles away, was the land - an uneven wall of green expanses that filled the western horizon.	They could see no land for miles, only the endless sea.	2
I am the King's emissary to these under-explored regions, and a close relative of Lord Sunderland.	Her king has envoys, and I am one of them.	0
I am the King's emissary to these under-explored regions, and a close relative of Lord Sunderland.	The Almighty sent me here about a week ago.	1
I am the King's emissary to these under-explored regions, and a close relative of Lord Sunderland.	I don't take orders from a superior.	2
You demanded me -- or I thought I did, he said.	He did not feel that he owed you anything.	2
You demanded me -- or I thought I did, he said.	He owes you for the help you gave him as a penniless beggar.	1
You demanded me -- or I thought I did, he said.	He thought you owed him something.	0
I should have known better than to come so close to Jamaica at night.	I traveled near Jamaica after sunset.	0
I should have known better than to come so close to Jamaica at night.	I went to Jamaica on a big boat.	1
I should have known better than to come so close to Jamaica at night.	My wife and I arrived in Jamaica in the afternoon.	2
Thoughts of blood were here and there as he rested in bed.	Blood flowed in a mysterious dream on his daybed.	2
Thoughts of blood were here and there as he rested in bed.	She was lying on the ground, dripping with blood.	0
Thoughts of blood were here and there as he rested in bed.	Blood grew up thinking about the last time he saw his mother.	1
Indeed, they will tell you.	All right all right, I'll tell you about it.	0
Indeed, they will tell you.	I won't say a word to you.	2
Indeed, they will tell you.	It's only because you promised not to repeat what I'm telling you.	1
And how could that be?	A man asks which way he should go.	0
And how could that be?	The questioner is alone and there is no one around to comment	2
And how could that be?	The inquirer is in a hurry to find out right now which way to go.	1
I do not easily sweep the king's park.	Giving the king's commission permission is against my morals.	1
I do not easily sweep the king's park.	I have given serious thought to the king's service.	0
I do not easily sweep the king's park.	I signed an order to hand over the commission to the king without a second thought.	2
He realized that he could escape quickly.	He realized that he had a whole day to rest.	2
He realized that he could escape quickly.	He realized that he had to make a decision quickly.	0
He realized that he could escape quickly.	He would stay in one place where he could be found.	1
Yet he had been doing what he had been doing for the past three years, he said, but he said it sadly now, without his former contempt.	He did not like that he had killed so many people in the past three years.	1
Yet he had been doing what he had been doing for the past three years, he said, but he said it sadly now, without his former contempt.	he spoke with enthusiasm about his feelings and his personality.	2
Yet he had been doing what he had been doing for the past three years, he said, but he said it sadly now, without his former contempt.	He spoke in a sad tone of voice.	0
I think that's after the fashion of your kind.	I think your peers do this.	0
I think that's after the fashion of your kind.	I've read about your kind, and their culture.	1
I think that's after the fashion of your kind.	I take it this is unusual for your kind.	2
The rubbing of the face rubbed off his forehead.	A broad smile spread across his face.	2
The rubbing of the face rubbed off his forehead.	He had a feeling of sickness in his stomach.	1
The rubbing of the face rubbed off his forehead.	There was a brilliant sucking juiciness on his face.	0
He had looked at her with glowing eyes, but when he saw her bewildered, wounded and surprised face, his countenance changed.	Her countenance changed when she saw his face.	0
He had looked at her with glowing eyes, but when he saw her bewildered, wounded and surprised face, his countenance changed.	His face lit up when he saw her frown.	2
He had looked at her with glowing eyes, but when he saw her bewildered, wounded and surprised face, his countenance changed.	She didn't know if he was mad at her.	1
As he walked leisurely, he climbed up a circular wall, and through large doors into the courtyard.	Since the main doors were locked, he jumped over the fence and entered the courtyard.	2
As he walked leisurely, he climbed up a circular wall, and through large doors into the courtyard.	The main gate was the only entrance to the courtyard.	1
As he walked leisurely, he climbed up a circular wall, and through large doors into the courtyard.	There was a large gate leading to the garden.	0
You will fall on the gallows, of course, he said contemptuously.	He thought the sentence would be hanging.	0
You will fall on the gallows, of course, he said contemptuously.	He was an officer who had caught a thief.	1
You will fall on the gallows, of course, he said contemptuously.	He whispered a way out of the country to avoid prison.	2
How could I honestly stop them? It was in the agreement.	I couldn't bring myself to hold those	0
How could I honestly stop them? It was in the agreement.	I caught them as soon as I saw them.	2
How could I honestly stop them? It was in the agreement.	I can't forgive myself, if I had stopped them.	1
I've been hunting him this year and last.	I've been following him for almost a year without him noticing.	1
I've been hunting him this year and last.	I've been following him for about a week now.	2
I've been hunting him this year and last.	For most of the year, I've been sneaking up on him.	0
Museums were not fixed on lists or labels	These garments do not like to be written on.	1
Museums were not fixed on lists or labels	The museum is not a fan of leaflets.	0
Museums were not fixed on lists or labels	A powerful feature of the museum is its catalogue.	2
These open-air markets in Beijing are also a great place to shop.	Beijing has open-air markets that include some of the most attractive shops.	0
These open-air markets in Beijing are also a great place to shop.	Beijing's many open-air markets are a delight to the world.	1
These open-air markets in Beijing are also a great place to shop.	Beijing's strict laws restrict open markets within the city limits.	2
The larger sea of the northwest coast makes for a good harbor, but both the water and the coast can be polluted.	The water and the beach are always clean.	2
The larger sea of the northwest coast makes for a good harbor, but both the water and the coast can be polluted.	The water and the beach itself may be polluted.	0
The larger sea of the northwest coast makes for a good harbor, but both the water and the coast can be polluted.	Water is polluted because of pollution.	1
These huge buildings are banks, and the road along which they stand has been named the Milla de Oro, or Golden Mile.	No towers in the Golden Mile are banks	2
These huge buildings are banks, and the road along which they stand has been named the Milla de Oro, or Golden Mile.	The buildings surrounding the Golden Mile are a bank.	0
These huge buildings are banks, and the road along which they stand has been named the Milla de Oro, or Golden Mile.	The skyscrapers on the Golden Mile are home to a variety of businesses, including banks.	1
The true nature of Britain's involvement in the second world war began with a Commonwealth Air training program using safe Canadian airspace to prepare pilots for war.	Canada had safe airspace.	0
The true nature of Britain's involvement in the second world war began with a Commonwealth Air training program using safe Canadian airspace to prepare pilots for war.	The Canadian skies were free from the nails.	1
The true nature of Britain's involvement in the second world war began with a Commonwealth Air training program using safe Canadian airspace to prepare pilots for war.	Canada's airspace became increasingly dangerous.	2
They remain patient and supportive, even though they know the beauty of the coast is no longer theirs.	They have a lot of resentment toward everyone because they have to share the price.	2
They remain patient and supportive, even though they know the beauty of the coast is no longer theirs.	They should share the beach with others now.	0
They remain patient and supportive, even though they know the beauty of the coast is no longer theirs.	They owned five hundred miles of coastline.	1
Kublai Khan built his capital in 1279 on the shores of Beijing's Beihai Lake, where his royal treasures still stand today.	Kublai Khan founded the capital of Taiwan.	2
Kublai Khan built his capital in 1279 on the shores of Beijing's Beihai Lake, where his royal treasures still stand today.	Kublai Khan has a treasure in Beijing.	0
Kublai Khan built his capital in 1279 on the shores of Beijing's Beihai Lake, where his royal treasures still stand today.	Kublai Khan was a highly respected man.	1
Easily integrated into British society, it was a non-Catholic church school that allowed graduating Israeli children from Eastern Europe to move to the affluent Westmount neighbourhood or relocate to Toronto.	Eastern European Jews get along well with everyone.	2
Easily integrated into British society, it was a non-Catholic church school that allowed graduating Israeli children from Eastern Europe to move to the affluent Westmount neighbourhood or relocate to Toronto.	The Jews are unwelcome to the rest of the community.	1
Easily integrated into British society, it was a non-Catholic church school that allowed graduating Israeli children from Eastern Europe to move to the affluent Westmount neighbourhood or relocate to Toronto.	The Jews were made easy by the Anglo community.	0
If possible, learn the game in advance.	Don't plot at first; it will ruin the fun later.	2
If possible, learn the game in advance.	Try to understand the plot in advance, if you can.	0
If possible, learn the game in advance.	You'll have an easier class if you understand the plot of the book	1
Its burial chambers, 27 meters (88 feet) underground, are made of limestone and cover 1,200 square meters (13,000 square feet).	He is buried more than twenty meters underground.	0
Its burial chambers, 27 meters (88 feet) underground, are made of limestone and cover 1,200 square meters (13,000 square feet).	He was an important public figure.	1
Its burial chambers, 27 meters (88 feet) underground, are made of limestone and cover 1,200 square meters (13,000 square feet).	Its burial vaults are made of wood.	2
Remember to hide all items carried away from the monkeys.	Hide your possessions from the monkeys.	0
Remember to hide all items carried away from the monkeys.	The monkey has taken an interest in many things, including yours.	1
Remember to hide all items carried away from the monkeys.	You don't have to hide your things from the monkeys.	2
About fourteen hundred years before the king's court was sent, Milreu was a great house in the land of a nobleman.	Milreu was 10 miles from reaching anything.	1
About fourteen hundred years before the king's court was sent, Milreu was a great house in the land of a nobleman.	Milreu was out in the field.	0
About fourteen hundred years before the king's court was sent, Milreu was a great house in the land of a nobleman.	Milreu was right in the heart of the city.	2
The warm ocean varies between 18o and 24o C (64-75o F).	Temperatures in the oceans fluctuate constantly but never go below freezing.	0
The warm ocean varies between 18o and 24o C (64-75o F).	The temperature of the sea remains constant throughout the year.	2
The warm ocean varies between 18o and 24o C (64-75o F).	Note that the temprecha is greatest during the day, when it is warm.	1
Kinabalu National Park is one of six protected areas in the country	Kinabalu National Park is home to ten elephants and six rhinos.	1
Kinabalu National Park is one of six protected areas in the country	The country has protected the meneo, including Kinabalu National Park.	0
Kinabalu National Park is one of six protected areas in the country	There are a total of three protected areas in the nation.	2
You'll see a video of Anna and Amsterdam's storyline in the basement along with photos and bronzes from the time.	You won't see the pictures.	2
You'll see a video of Anna and Amsterdam's storyline in the basement along with photos and bronzes from the time.	You will see a picture.	0
You'll see a video of Anna and Amsterdam's storyline in the basement along with photos and bronzes from the time.	You will see one of the first pictures.	1
Treasure Beach is the only resort to speak of, with modest hotels overlooking three sandy beaches.	There is little choice of hotels for those visiting Treasure Beach.	0
Treasure Beach is the only resort to speak of, with modest hotels overlooking three sandy beaches.	There is one four - star hotel for tourists visiting Treasure Beach.	1
Treasure Beach is the only resort to speak of, with modest hotels overlooking three sandy beaches.	Treasure Beach is one of the many attractions in the area.	2
Summer brings warmer weather and warmer seas and makes it ideal for water sports	It's always 100 degrees or more in the summer.	2
Summer brings warmer weather and warmer seas and makes it ideal for water sports	That's 75 in the summer.	1
Summer brings warmer weather and warmer seas and makes it ideal for water sports	Summers are hot and humid.	0
Among the pools is one inhabited by Visitors who toss a coin in hopes of cutting off the head of a single turtle, a sure way to achieve good fortune.	People never throw money away because it's bad luck.	2
Among the pools is one inhabited by Visitors who toss a coin in hopes of cutting off the head of a single turtle, a sure way to achieve good fortune.	People throw pennies in even though the sign says they shouldn't.	1
Among the pools is one inhabited by Visitors who toss a coin in hopes of cutting off the head of a single turtle, a sure way to achieve good fortune.	People toss coins into the water.	0
The port city of Nifplio makes a perfect base for visiting the area, or perhaps a place to have lunch during your visit.	Nafplio has beautiful scenery.	1
The port city of Nifplio makes a perfect base for visiting the area, or perhaps a place to have lunch during your visit.	Nafplio is a bad place.	2
The port city of Nifplio makes a perfect base for visiting the area, or perhaps a place to have lunch during your visit.	Nafplio is the perfect home.	0
In Prinsengracht, Otto Frank and his family hid in the attics of their business for two years before they were discovered.	Otto Frank was kidnapped the next day.	2
In Prinsengracht, Otto Frank and his family hid in the attics of their business for two years before they were discovered.	Otto Frank went into hiding for more than 25 months.	0
In Prinsengracht, Otto Frank and his family hid in the attics of their business for two years before they were discovered.	Otto Frank hid until the Nazis caught up with him.	1
Many city and local governments have additional inspection requirements.	Local governments create their own laws.	1
Many city and local governments have additional inspection requirements.	Local governments don't have any requirements.	2
Many city and local governments have additional inspection requirements.	There are additional inspection issues depending on the local governments.	0
The information security team produces between 8 and 12 sessions per month.	The security team has an average of 9 sessions per month.	1
The information security team produces between 8 and 12 sessions per month.	The security team holds a session every day of the month.	2
The information security team produces between 8 and 12 sessions per month.	The safety group holds several sessions a year.	0
However, the original Engineering was completed ahead of schedule.	The engineer had an earlier time	0
However, the original Engineering was completed ahead of schedule.	Engineering occurred only in the final stage.	2
However, the original Engineering was completed ahead of schedule.	Without preparation time, engineering can rush to the next steps.	1
As a result, government decision makers and managers are adopting new ways of thinking, considering different ways of achieving goals, and using new information to guide decisions.	Government representatives are changing their tactics.	0
As a result, government decision makers and managers are adopting new ways of thinking, considering different ways of achieving goals, and using new information to guide decisions.	Government representatives try to increase their authority by taking differences into account.	1
As a result, government decision makers and managers are adopting new ways of thinking, considering different ways of achieving goals, and using new information to guide decisions.	representatives of the government have refused to change their way of life	2
Case files need to be translated for clients who read a language other than English.	Case files are allowed to be in English.	2
Case files need to be translated for clients who read a language other than English.	Case files may be written in Chinese or Russian.	1
Case files need to be translated for clients who read a language other than English.	Case files may be stored in other languages.	0
Other current or planned efforts include:	The efforts of many are on the way.	1
Other current or planned efforts include:	We haven't planned anything for the future.	2
Other current or planned efforts include:	We have something planned.	0
