premise	hypothesis	label
but by instinct the animals themselves escape especially the cattle	the cattle were buried safely	2
the door was locked when they entered	all the doors were locked	2
the door was locked when they entered	we are the ones who sent the messages	1
the door was locked when they entered	we entered without locking the doors	0
So I put it all together, and then I tried to make it into a statue.	I'm convinced that I don't need anything but the meeting to be able to make some calls	1
So I put it all together, and then I tried to make it into a statue.	I don't know what to do with all these collections, and you can tell me more about it so that it becomes clear	2
So I put it all together, and then I tried to make it into a statue.	I'll take care of the chickens	0
and this is mainly due to the fact that female parents use sinebar	the parents of the sisters are the actors in the movie	1
and this is mainly due to the fact that female parents use sinebar	mothers and fathers have no boundaries, let alone trees	2
and this is mainly due to the fact that female parents use sinebar	the parents of the girls use sinebar	0
How good is this! How pleasant!	The rain didn't bother me	1
How good is this! How pleasant!	it's nice with the rain	0
How good is this! How pleasant!	to be full of endless joy	2
what is the value of a human life, whether you can raise one or not	Everyone should be able to free themselves from sin, and move on to a new life	1
what is the value of a human life, whether you can raise one or not	there is no human being who needs to be revived	2
what is the value of a human life, whether you can raise one or not	After the resurrection, life is worth living	0
you are mentally unstable	I can't see how it's possible to shoot a movie like this without a camera	1
you are mentally unstable	It's not easy to read the file	2
you are mentally unstable	there is a problem that surrounds this extraordinary phenomenon	0
she's so stupid. yes. i think it's amazing that she's willing to do all of this	how he is so close to nothing	2
she's so stupid. yes. i think it's amazing that she's willing to do all of this	the fact that he let you take it here in the middle of meals and snacks is very sad for me	1
she's so stupid. yes. i think it's amazing that she's willing to do all of this	bett tells how to get out of the house	0
oh and by the way, my kids are 21 and 22 and 13, now I don't have to	I don't have to because my children are now over twenty	0
oh and by the way, my kids are 21 and 22 and 13, now I don't have to	You can't see me because your wedding is so close	1
oh and by the way, my kids are 21 and 22 and 13, now I don't have to	you have to do the same thing as both of them when they are 12 and 11	2
yes people, they should have been the first to admit that they could have made their own decisions if it had been up to them	yes, some of the people you know may not be the ones who make the best decisions	0
yes people, they should have been the first to admit that they could have made their own decisions if it had been up to them	yes, some of the pictures you know can help people's hunger	1
yes people, they should have been the first to admit that they could have made their own decisions if it had been up to them	Yes, like the wise men of their time, their wisdom cannot be counted	2
They weren't here, they hadn't moved, they had moved at the end of the first decade.	were killed in World War II in 1970	0
They weren't here, they hadn't moved, they had moved at the end of the first decade.	they like to travel in the summer	1
They weren't here, they hadn't moved, they had moved at the end of the first decade.	they have just finished their second trip	2
how do you do exercise when you stretch your body and dance to music	you can compare them to how you used to do physical exercise when you stretched your body with your muscles	0
how do you do exercise when you stretch your body and dance to music	gymnastics is good for the body, should I be good for the soul?	1
how do you do exercise when you stretch your body and dance to music	leave them alone for this part of the training you will relax your body	2
oh yeah, she's a good woman, I hadn't thought of that, yeah	a bad thought makes him hate the cold days	2
oh yeah, she's a good woman, I hadn't thought of that, yeah	this is a good joke	0
oh yeah, she's a good woman, I hadn't thought of that, yeah	it's a good idea to accuse the person you accuse	1
The kindergarten's guard station is open two days a week, while the senior center is closed for the day.	the guardhouse is checked every day to ensure that only wild animals are in sight	2
The kindergarten's guard station is open two days a week, while the senior center is closed for the day.	They are normally allowed to go out more than twice a week as long as the adults are sober.	1
The kindergarten's guard station is open two days a week, while the senior center is closed for the day.	It's called the Great Wall of China, but we call it the Great Wall of China.	0
this is your idea oh	that's what they tried to do	0
this is your idea oh	this couldn't have been what they wanted	2
this is your idea oh	they have fulfilled their vows	1
the development of the fetus by both sexes	any part of the fetal anatomy that is not caused by the formation of a hand	1
the development of the fetus by both sexes	the best way to conceive a fetus is to walk on two legs	2
the development of the fetus by both sexes	You have to work with both feet if you want to work with a fetus.	0
and just like that he got up, I don't know how he got up again	I don't know where that came from, it happened so fast	0
and just like that he got up, I don't know how he got up again	he came quickly even though I didn't know the time	1
and just like that he got up, I don't know how he got up again	it comes in the form of melasma and we don't know exactly when it will stop	2
No, because I don't know him, I don't care	He doesn't know me yet	0
No, because I don't know him, I don't care	I don't know much about magic	1
No, because I don't know him, I don't care	i'm learning to do a lot of things	2
yes, she was a good woman	I thought he knew what a good woman she was	1
yes, she was a good woman	no, she was a bad woman	2
yes, she was a good woman	yes, he was very nice	0
yes, she advises him to get a phone number, a company that sends her work	he advises her to buy a tool to remove the tiles	2
yes, she advises him to get a phone number, a company that sends her work	she encourages him to buy a leather jacket	0
yes, she advises him to get a phone number, a company that sends her work	he wanted to pump the toilet and the toilet	1
It was hard to get to the top, so we had to climb up the three-foot wall of our house.	The wife of the fetus is the mother of the deceased who is 100 miles from my home	2
It was hard to get to the top, so we had to climb up the three-foot wall of our house.	The wife of the fetus is near my house and I am too scared to visit her	1
It was hard to get to the top, so we had to climb up the three-foot wall of our house.	there's a feral cat near my house, it's not safe here	0
euh euh sounds like that sounds like that sounds like that sounds like that	I don't follow the rules, it's very strict	2
euh euh sounds like that sounds like that sounds like that sounds like that	you will be able to understand the meaning of the sentence	1
euh euh sounds like that sounds like that sounds like that sounds like that	you have to be careful what you throw at him	0
I'm trying to get used to it	I'll try to stay calm	0
I'm trying to get used to it	I make a fence for my sheep	1
I'm trying to get used to it	I'm going to read the lyrics of the song without even thinking about it	2
we are going to build our foundation for the future of the automotive industry	they are building the necessary equipment for the cars	0
we are going to build our foundation for the future of the automotive industry	we will build a sustainable transportation system, our future will be driven by new technologies	1
we are going to build our foundation for the future of the automotive industry	He wanted to stop the cartoons from being shown	2
For example, almost all species are endangered.	most of the time, only half of the yuccas are edible	2
For example, almost all species are endangered.	we can change our appearance	0
For example, almost all species are endangered.	how many times can we go out	1
Daniel Yamins is a campaigning activist	Son Yamins is very busy in a tent	0
Daniel Yamins is a campaigning activist	Son Yamins was born on the scale of the ciphers	1
Daniel Yamins is a campaigning activist	Son Yamins is a great athlete, but he doesn't know how to skate.	2
If it is so, he says, it is because they are nearer to the covenant.	I know they won't be able to cross the border	2
If it is so, he says, it is because they are nearer to the covenant.	i want to know if they plan to go to england	1
If it is so, he says, it is because they are nearer to the covenant.	the speaker wanted to know how often they get into trouble	0
I think that there is a phenomenon that indicates that the biosphere is constantly expanding	the biosphere is highly variable	0
I think that there is a phenomenon that indicates that the biosphere is constantly expanding	the biosphere changes depending on the temperature of the atmosphere	1
I think that there is a phenomenon that indicates that the biosphere is constantly expanding	The biosphere will never change	2
With this setback, a Christian can't handle a lot of information	crystals are important data structures	2
With this setback, a Christian can't handle a lot of information	crystals have no effect on information flow	0
With this setback, a Christian can't handle a lot of information	there are other types of crystals that are useful for information retrieval	1
So, adults don't need to teach children to fully engage in the little things that we know as theirs as they do	the number of children entering kindergarten	2
So, adults don't need to teach children to fully engage in the little things that we know as theirs as they do	children entering kindergarten don't need any help to learn how to behave	0
So, adults don't need to teach children to fully engage in the little things that we know as theirs as they do	children entering kindergarten do not have the knowledge of the air for technical schooling and do not have any adult help	1
this country was built for its own sake, all men are equal	the results of this discovery have been preserved for many centuries	1
this country was built for its own sake, all men are equal	some people think that everyone is equal	0
this country was built for its own sake, all men are equal	This nation was built on the belief that some people are better than others	2
Do I have to do it again?	it soon became clear to me that I had to convince him of his intentions	2
Do I have to do it again?	I asked him if he wanted me to give him more money	0
Do I have to do it again?	should I make it more difficult for her to be brave in the face of the odds?	1
knowledge about the circulatory system can be gained by testing different types of tissues	other animal experiments can be used to share knowledge about spin distributions	0
knowledge about the circulatory system can be gained by testing different types of tissues	Spin barleys are useful for storing transportation equipment	1
knowledge about the circulatory system can be gained by testing different types of tissues	you can't imagine how rich Spin is in all sorts of ways	2
no no I don't want you to die	I don't want you to die	0
no no I don't want you to die	if I hadn't been there I would have died	2
no no I don't want you to die	he will be angry if you die	1
He was born on March 19, 1875 in California	Californians continued to kill people in mass shootings until 1875.	0
He was born on March 19, 1875 in California	We cleared him of all charges and let him go.	2
He was born on March 19, 1875 in California	divided by the number of horses and similar	1
when the wind blows, a sea of darkness blows	the sea was too shallow and it rained for a month	2
when the wind blows, a sea of darkness blows	the sea was full of small fish that were wrecking the big boat	1
when the wind blows, a sea of darkness blows	the sea had already subsided and we could see what was happening	0
a new constitution was an attempt to reverse the turmoil of the 1860s	In the 1870s, the legal community grew, and immigration became a major issue.	2
a new constitution was an attempt to reverse the turmoil of the 1860s	the 1860s was a difficult time	0
a new constitution was an attempt to reverse the turmoil of the 1860s	the new law commission intends to broaden the scope of the labor law reform	1
In the face of this, all the old ideas of public discourse, which were rejected by the governments and by those who represented the culture of the same party, are also rejected.	children can't get rid of old ideas	2
In the face of this, all the old ideas of public discourse, which were rejected by the governments and by those who represented the culture of the same party, are also rejected.	the fish that the company produces is made up of a diverse group of people	1
In the face of this, all the old ideas of public discourse, which were rejected by the governments and by those who represented the culture of the same party, are also rejected.	It is good to engage in creative activities to develop new and high-level ideas	0
In many cases, historical values, religious traditions, and societal norms have influenced the past, the celebration of good deeds, and religious tolerance.	no nation had leaders who were not historians or religious leaders	2
In many cases, historical values, religious traditions, and societal norms have influenced the past, the celebration of good deeds, and religious tolerance.	some of the councils had historical leaders who controlled the religious affairs	0
In many cases, historical values, religious traditions, and societal norms have influenced the past, the celebration of good deeds, and religious tolerance.	some of the leading historians had black hair	1
While the role of community organizers is also a complex one, inclusion is a dynamic process that guides the participation of community organizers and helps children understand the challenges and differences that community organizers face, and the beliefs and feelings of community members.	children can learn how to think in the same way and different ways	0
While the role of community organizers is also a complex one, inclusion is a dynamic process that guides the participation of community organizers and helps children understand the challenges and differences that community organizers face, and the beliefs and feelings of community members.	children can learn to distinguish between different races	1
While the role of community organizers is also a complex one, inclusion is a dynamic process that guides the participation of community organizers and helps children understand the challenges and differences that community organizers face, and the beliefs and feelings of community members.	the children can't learn anything	2
The woman who became famous as the mother of post-war German refugees is now a victim of the Nazi regime	you didn't like the nazi regime	2
The woman who became famous as the mother of post-war German refugees is now a victim of the Nazi regime	the nazi regime murdered all its members	1
The woman who became famous as the mother of post-war German refugees is now a victim of the Nazi regime	the nazi regime is over	0
I loved the child because I listened to the cry of his daughter	no one was angry there	2
I loved the child because I listened to the cry of his daughter	love is a child	0
I loved the child because I listened to the cry of his daughter	sonja was cold	1
6 of the 10 pre-war tribunals where civil disputes were dealt with; the old tribunal exercised its authority and jurisdiction	the supreme court reversed the decades-long civil disobedience before the war	0
6 of the 10 pre-war tribunals where civil disputes were dealt with; the old tribunal exercised its authority and jurisdiction	the supreme court exercised the right to a trial by jury in the case of a civil lawsuit	1
6 of the 10 pre-war tribunals where civil disputes were dealt with; the old tribunal exercised its authority and jurisdiction	The Supreme Court has handed down 5 000 death sentences in the cases of those accused of war crimes.	2
I will make my report to you as one who is trustworthy, for I have been thoroughly acquainted with all that has happened to him.	tell me how I heard it all	0
I will make my report to you as one who is trustworthy, for I have been thoroughly acquainted with all that has happened to him.	I was informed of the death of the architect	1
I will make my report to you as one who is trustworthy, for I have been thoroughly acquainted with all that has happened to him.	we have kept a lot of secrets from me	2
the rebels attacked the leader Blood and his supporters	Mr. Blood was able to think of some of the things he was angry about every day.	2
the rebels attacked the leader Blood and his supporters	the ideas of the leader of the Bloods were being discarded because of some difficulties	0
the rebels attacked the leader Blood and his supporters	The sound of the gun was enough to make Captain Blood lose his temper	1
I'll never forget living in your country and being a slave rather than a slave, but in Barbados, you treated me well	you took good care of me when I was a slave in Barbados	0
I'll never forget living in your country and being a slave rather than a slave, but in Barbados, you treated me well	it was very nice of you, and you thought I was a better actor than you	2
I'll never forget living in your country and being a slave rather than a slave, but in Barbados, you treated me well	your sister used to beat me until she passed me	1
It was about a mile and a half from the village, and there was a large fishpond there, filled with grazing livestock.	the sight of a beautiful flower should have been there	0
It was about a mile and a half from the village, and there was a large fishpond there, filled with grazing livestock.	the life of these people was close to that of any city	1
It was about a mile and a half from the village, and there was a large fishpond there, filled with grazing livestock.	They could not see any land for miles around them, only a sea of sand with no bottom.	2
I'm the king of the slums, and the son-in-law of the king of Sunderland	the king has his supporters and his brothers	0
I'm the king of the slums, and the son-in-law of the king of Sunderland	The king has been visiting me for the past few days	1
I'm the king of the slums, and the son-in-law of the king of Sunderland	I won't obey the king's orders	2
If I am not mistaken, you are right. I hope that in some way you will be mistaken.	he can't think of how much he owes	2
If I am not mistaken, you are right. I hope that in some way you will be mistaken.	he didn't need anything for help you helped him when he was a beggar with nothing	1
If I am not mistaken, you are right. I hope that in some way you will be mistaken.	He was expecting to get something from you.	0
he would have known better how to get here than to get to Jamaica that night	I had traveled all the way to Jamaica and had already bought a suit	0
he would have known better how to get here than to get to Jamaica that night	I traveled to Jamaica on a cruise ship	1
he would have known better how to get here than to get to Jamaica that night	my wife and I arrived in Jamaica yesterday	2
Blood's thinking on this matter was consistent with other theories and resembled that of a person resting during the day	Blood made a giant impact on the night.	2
Blood's thinking on this matter was consistent with other theories and resembled that of a person resting during the day	Blood is lying and thinking	0
Blood's thinking on this matter was consistent with other theories and resembled that of a person resting during the day	Blood thought about the last time he saw his mother.	1
If it is, he will tell you what it is.	Wow, now you're going to talk	0
If it is, he will tell you what it is.	a blind person is not able to see	2
If it is, he will tell you what it is.	only to warn you that you must not live according to such teachings	1
Ah! and if so?	someone asks for directions	0
Ah! and if so?	the plaintiff is present and there is no one to talk to	2
Ah! and if so?	the questioner's face is distorted and he wants to know now which way to go	1
I don't need the king's help	the next time i don't accept the king's invitation it's because of my ignorance and greed	1
I don't need the king's help	think carefully about the future of the king	0
I don't need the king's help	I decided to execute the emperor's decree without waiting	2
know how to do the math quickly	there was a party all day for the same reason	2
know how to do the math quickly	now he knows how to do it quickly	0
know how to do the math quickly	if we had stayed in the same place, we would have found it	1
And now that he's retired and done what he's done for the past three years, this is what he said, and he's still speaking with sadness and, of course, the pain that his grandmother had caused him	And he didn't want to be proud of the fact that he hadn't seen them for three years.	1
And now that he's retired and done what he's done for the past three years, this is what he said, and he's still speaking with sadness and, of course, the pain that his grandmother had caused him	the woman spoke with joy of her travels and of herself	2
And now that he's retired and done what he's done for the past three years, this is what he said, and he's still speaking with sadness and, of course, the pain that his grandmother had caused him	the woman was speaking with a heavy voice	0
the night has come with your loved ones	Do the same with your brothers	0
the night has come with your loved ones	I learned from the end of their likenesses and traditions	1
the night has come with your loved ones	I hope you will not be as discouraged as some of the others were.	2
one of your students is the leader of the group	he spread a smile across his face	2
one of your students is the leader of the group	he sensed that his lover was crying	1
one of your students is the leader of the group	he was very anxious about all of you.	0
He looks at the tearful mirrors, unable to see the sad face, and the memory of your beautiful faces that appeared on his face, the face of his beloved	his face was changed so that he could not see his face	0
He looks at the tearful mirrors, unable to see the sad face, and the memory of your beautiful faces that appeared on his face, the face of his beloved	her face lit up when she saw her son	2
He looks at the tearful mirrors, unable to see the sad face, and the memory of your beautiful faces that appeared on his face, the face of his beloved	he didn't know how long it would take	1
He walked slowly around the last wall and through the large doors of the courtyard.	because the door was locked with a key, he locked the door and fell down the stairs	2
He walked slowly around the last wall and through the large doors of the courtyard.	the great gates were the entrance to the court	1
He walked slowly around the last wall and through the large doors of the courtyard.	there were large doors that slammed into the courtyard	0
If it is not, you will throw it away. It is a weeping and gnashing of teeth.	I wonder if there will be a resurrection	0
If it is not, you will throw it away. It is a weeping and gnashing of teeth.	there was a sheriff who caught a thief	1
If it is not, you will throw it away. It is a weeping and gnashing of teeth.	there is only one way to escape from the city to escape from the prison	2
honestly, how could you be silent? it was during the conversation	so I didn't bury them	0
honestly, how could you be silent? it was during the conversation	you didn't know them	2
honestly, how could you be silent? it was during the conversation	I could never forgive myself for having imprisoned you	1
I threw them out this year	I have been following it closely for almost a year	1
I threw them out this year	my grandmother has been following me for almost a week	2
I threw them out this year	in the last year, I haven't cried	0
the table does not contain any weather forecasts or forecasts because it is marked with a weather forecast	the artist didn't want to be made into statues	1
the table does not contain any weather forecasts or forecasts because it is marked with a weather forecast	the table does not list the minor natal charts	0
the table does not contain any weather forecasts or forecasts because it is marked with a weather forecast	Christmas decorations are Christmas flowers	2
The outer ring roads are the most expensive shopping areas in Beijing	Beijing has a network of freeways and bus routes	0
The outer ring roads are the most expensive shopping areas in Beijing	shopping malls outside of Beijing are the most expensive shopping malls in the world	1
The outer ring roads are the most expensive shopping areas in Beijing	Beijing law prohibits traffic outside the downtown area	2
the largest bay on the southern coast of the sea is very shallow, so the water and the sea cannot be crossed.	The water and the river are all dried up	2
the largest bay on the southern coast of the sea is very shallow, so the water and the sea cannot be crossed.	All the salt water in the sea can be dried	0
the largest bay on the southern coast of the sea is very shallow, so the water and the sea cannot be crossed.	The water is cold because of the conditions surrounding the cold.	1
The towers near the sky are circular, and the road along them is called la Mila de Oro, or the Golden Mile.	One of the grandest mansions in the world is located on the Golden Mile	2
The towers near the sky are circular, and the road along them is called la Mila de Oro, or the Golden Mile.	The mansions near the sky on the Golden Mile are beautiful	0
The towers near the sky are circular, and the road along them is called la Mila de Oro, or the Golden Mile.	The mansions near the sky on the Golden Mile are places of light and shadow.	1
In spite of this, the Allies of World War II began a military experiment against the British commonwealth by conducting aerial reconnaissance in Canada in preparation for the invasion of the Soviet Union.	Canada had the worst weather	0
In spite of this, the Allies of World War II began a military experiment against the British commonwealth by conducting aerial reconnaissance in Canada in preparation for the invasion of the Soviet Union.	the canadian air force is one of the largest air forces in the world	1
In spite of this, the Allies of World War II began a military experiment against the British commonwealth by conducting aerial reconnaissance in Canada in preparation for the invasion of the Soviet Union.	the canadians are the most feared skis	2
We put on a show of patience, as though the services we had received from you were not ours.	they were all heartbroken and saddened when they learned that they would have to cross the sea	2
We put on a show of patience, as though the services we had received from you were not ours.	they had to share the beach with other people where he said	0
We put on a show of patience, as though the services we had received from you were not ours.	there used to be a hundred thousand square meters of land	1
Kublai Khan built his capital in 1279 on the shore of Beijing's Beihai Lake, where some of the ruins can still be seen today.	Kubilai Khan one of the capitals of Taiwan	2
Kublai Khan built his capital in 1279 on the shore of Beijing's Beihai Lake, where some of the ruins can still be seen today.	Kubilai Khan has offices in Beijing	0
Kublai Khan built his capital in 1279 on the shore of Beijing's Beihai Lake, where some of the ruins can still be seen today.	Kubilai Khan is a respected person	1
Rapid integration with the English-speaking community, the Toronto Independent School District welcomes Jewish children from Western countries who have been educated in Westmount for a lifetime or who have been adopted in Toronto	all the eastern jews have been massacred	2
Rapid integration with the English-speaking community, the Toronto Independent School District welcomes Jewish children from Western countries who have been educated in Westmount for a lifetime or who have been adopted in Toronto	the yakuts do not attack other humans	1
Rapid integration with the English-speaking community, the Toronto Independent School District welcomes Jewish children from Western countries who have been educated in Westmount for a lifetime or who have been adopted in Toronto	we are more exposed to the Yahoots of the Angolan speaking population	0
if possible, try to go to the mine, the market, the grocery store	don't read the nasal sections of the plan in the store, this will damage the airway of the vagina	2
if possible, try to go to the mine, the market, the grocery store	try to get your husband to sleep early, if you can	0
if possible, try to go to the mine, the market, the grocery store	you can find out more about her if you read the beginning of the book	1
an area 27 meters (88 ft) above the ground, with a surface area of approximately 200 square meters (13,000 sq ft)	The burial ground is about twenty meters deep	0
an area 27 meters (88 ft) above the ground, with a surface area of approximately 200 square meters (13,000 sq ft)	he was a famous person of importance	1
an area 27 meters (88 ft) above the ground, with a surface area of approximately 200 square meters (13,000 sq ft)	the objects of his funeral are made of wood	2
don't forget the hidden charges that your cases can carry	hide your embarrassment if you see them naked	0
don't forget the hidden charges that your cases can carry	For the burden of these accusations is too great for them to bear. They are a part of you,	1
don't forget the hidden charges that your cases can carry	you don't need to hide your belongings from the guards	2
14,000 years before the construction of the Temple of Este, the Milreum was a single-story mansion with a porch.	Milreu was 10th overall	1
14,000 years before the construction of the Temple of Este, the Milreum was a single-story mansion with a porch.	Milroy was in the field.	0
14,000 years before the construction of the Temple of Este, the Milreum was a single-story mansion with a porch.	Milreu was the center of the castle	2
the temperature of the water is between 18 and 24°C (64-75°F)	the average sea level is constantly changing but never decreasing at its highest point	0
the temperature of the water is between 18 and 24°C (64-75°F)	the sea level is the same all year round	2
the temperature of the water is between 18 and 24°C (64-75°F)	We're getting colder by the day and colder by night	1
Kinabalu National Park is one of the eleven most heavily protected areas in the country	Kinabalu National Park has a population of 16 elephants.	1
Kinabalu National Park is one of the eleven most heavily protected areas in the country	the state has protected areas, part of the Kinabalu National Park	0
Kinabalu National Park is one of the eleven most heavily protected areas in the country	there are three government-guarded areas in the province	2
you will see videos of the Anne and Amsterdam community in the gallery as well as statues and antique objects	you won't see the pictures	2
you will see videos of the Anne and Amsterdam community in the gallery as well as statues and antique objects	you will see images	0
you will see videos of the Anne and Amsterdam community in the gallery as well as statues and antique objects	you'll see some of the earlier images	1
Treasure Beach contains, for example, a cotton warehouse, one of the few warehouses along the main road.	many tourist attractions are available for those visiting Treasure Beach	0
Treasure Beach contains, for example, a cotton warehouse, one of the few warehouses along the main road.	there is a guard who escaped from an open house where the treasure trove around Treasure Beach can be seen	1
Treasure Beach contains, for example, a cotton warehouse, one of the few warehouses along the main road.	Treasure Beach is part of one of the area's tourist attractions.	2
the climate, the weather is pleasant (but the mystery remains unsolved) and the sea conditions make it an ideal time for diving, snorkeling and other marine activities	if it is more than 100 degrees or more in the winter	2
the climate, the weather is pleasant (but the mystery remains unsolved) and the sea conditions make it an ideal time for diving, snorkeling and other marine activities	as is usually the case, it was 75 during the winter	1
the climate, the weather is pleasant (but the mystery remains unsolved) and the sea conditions make it an ideal time for diving, snorkeling and other marine activities	it gets hot in the summer	0
Some of you may be aware that some of the survivors of the witch hunts threw away the hope that one of their heads would fall, which was, for them, a way to give back to them.	people don't throw money because it's cheap	2
Some of you may be aware that some of the survivors of the witch hunts threw away the hope that one of their heads would fall, which was, for them, a way to give back to them.	people throw money at each other because the census doesn't allow it	1
Some of you may be aware that some of the survivors of the witch hunts threw away the hope that one of their heads would fall, which was, for them, a way to give back to them.	people have thrown money into the water	0
The port city of Naples is a safe haven as it is not only possible to walk in the area, but also to get food from the sea.	Nauplie is pleasant to look at	1
The port city of Naples is a safe haven as it is not only possible to walk in the area, but also to get food from the sea.	Nafplio is a bad place	2
The port city of Naples is a safe haven as it is not only possible to walk in the area, but also to get food from the sea.	Nafplio is a good place	0
on the Prinsengracht, Otto Frank and his family took refuge from their business dealings for two years before appearing	Otto Frank was arrested on the second day.	2
on the Prinsengracht, Otto Frank and his family took refuge from their business dealings for two years before appearing	Otto Frank lived in exile for 25 months	0
on the Prinsengracht, Otto Frank and his family took refuge from their business dealings for two years before appearing	Otto Frank went into hiding until he was discovered by the United Nations.	1
Many countries and regional governments have a different approach to the digital divide	provincial governments may not be able to impose their independence	1
Many countries and regional governments have a different approach to the digital divide	regional governments have no affiliation	2
Many countries and regional governments have a different approach to the digital divide	other media services provided by local governments	0
a group of airline passengers who were trapped between 8 and 12 minutes into yesterday's conversation	The population of the parish was, at the census, 9 at the time of the 2011 census.	1
a group of airline passengers who were trapped between 8 and 12 minutes into yesterday's conversation	the catholic church holds a service every day	2
a group of airline passengers who were trapped between 8 and 12 minutes into yesterday's conversation	the board of directors holds a number of meetings each year	0
However, an early clinical trial was conducted	the car has a lease period	0
However, an early clinical trial was conducted	the accident at the airport was just an accident	2
However, an early clinical trial was conducted	if there are no warnings at the clinic, the surgery may be morally inappropriate	1
As a result, policymakers and government officials think differently, take different approaches to meeting their needs, and use different data to measure their decisions.	opponents of the regime have changed course	0
As a result, policymakers and government officials think differently, take different approaches to meeting their needs, and use different data to measure their decisions.	opponents of the regime will try to strengthen their position through a different ideology	1
As a result, policymakers and government officials think differently, take different approaches to meeting their needs, and use different data to measure their decisions.	those who oppose the government refuse to change their religion	2
i may have been able to translate the chats so that the clients could hear a language other than english	only the English version of the article is accepted	2
i may have been able to translate the chats so that the clients could hear a language other than english	changes can be written in both Chinese and Russian	1
i may have been able to translate the chats so that the clients could hear a language other than english	changes can be written in other languages	0
