premise	hypothesis	label
yes but anyway um my children are now twenty-one and twenty-nine so I don't feel obliged	I'd have to let them both be eleven and eleven	2
Yes, people who may have been employed for any length of time or whose qualifications may have been taken into account when making a decision	Yes, humans are incapable of sound judgment	0
Yes, people who may have been employed for any length of time or whose qualifications may have been taken into account when making a decision	Yes, people may not be hungry	1
Yes, people who may have been employed for any length of time or whose qualifications may have been taken into account when making a decision	Yes, people with the ability to make decisions are never compromised	2
no they're still alive they're still on the move they've been around since the late sixties	Beginning a Circular Tour Before 1970	0
no they're still alive they're still on the move they've been around since the late sixties	They Love to Travel	1
no they're still alive they're still on the move they've been around since the late sixties	They have recently completed their journey	2
How to Exercise	Can You Explain How to Exercise?	0
How to Exercise	I'm interested in exercise because I need some cardiovascular activity	1
How to Exercise	Please stop talking about exercise	2
That's good that's good I've never thought about that yes	This is an absurd idea I ignored last week	2
That's good that's good I've never thought about that yes	A Good Decision	0
That's good that's good I've never thought about that yes	Your Confusion Is a Good Cause	1
school holidays two days a week are called adult holidays school holidays but go to an adult community center	A day care center for children under the age of five only	2
school holidays two days a week are called adult holidays school holidays but go to an adult community center	They are allowed to go more than twice a week if the elderly can afford it.	1
school holidays two days a week are called adult holidays school holidays but go to an adult community center	They say it's a celebration of caring for the elderly but it's called a community center.	0
that was their goal oh	What They Strived For	0
that was their goal oh	That's not what they wanted	2
that was their goal oh	They Succeeded	1
Gun control requires the use of both hands	Half of all firearm errors are caused by one-handed use	1
Gun control requires the use of both hands	The best way to control a gun is to use both feet	2
Gun control requires the use of both hands	Use both hands if you want to practice gun control	0
and uh but suddenly it comes from somewhere I don't know where it comes from but	I don't know where it's coming from but it's coming fast	0
and uh but suddenly it comes from somewhere I don't know where it comes from but	It's coming fast but I know where it can come from	1
and uh but suddenly it comes from somewhere I don't know where it comes from but	It comes like molasses and I know exactly when it will come.	2
no, actually I'm not even used to it I don't think so	No more mammals to be imitated	0
no, actually I'm not even used to it I don't think so	I'm ignorant when it comes to love	1
no, actually I'm not even used to it I don't think so	After Many Years of Study	2
yes you know he was strong	I think he knows he was strong.	1
yes you know he was strong	No, he was scary.	2
yes you know he was strong	Yes, She Was Beautiful	0
yes he suggested to get uh um a uh um a rope used	He Suggested Filling the Gap	2
yes he suggested to get uh um a uh um a rope used	He Suggested a Colporteur	0
yes he suggested to get uh um a uh um a rope used	He wanted to wipe the blood with a slingshot.	1
it's really sad to see that outside there has been a shooting almost three quarters of it from our home	The shooting happened about 100 kilometers from where I live	2
it's really sad to see that outside there has been a shooting almost three quarters of it from our home	The garage was close to my house and I was afraid to go outside.	1
it's really sad to see that outside there has been a shooting almost three quarters of it from our home	There was a shooting near my house, it's really not safe in this neighborhood	0
uh-huh that's right it's not really uh it's permanent	I don't agree with you, it's permanent	2
uh-huh that's right it's not really uh it's permanent	I think you may be right about its volatility.	1
uh-huh that's right it's not really uh it's permanent	You're right about it and its consistency	0
Trying to Cope	Trying to Cope	0
Trying to Cope	I'm really doing my best	1
Trying to Cope	I'll ignore it and never look back	2
We will find our gateway to the technological future.	We're building a blueprint for the future of technology	0
We will find our gateway to the technological future.	We're building a tristor, so the future will be driven by AI.	1
We will find our gateway to the technological future.	We want to prevent technology from winning	2
For example, at some point, all the cells turn purple	In the short term, half of the cells can change to a purple color	2
For example, at some point, all the cells turn purple	It is possible for cells to change color	0
For example, at some point, all the cells turn purple	Occasionally, the cells may turn blue	1
Daniel Yamins is a handsome young man who knows math	Mr. Yamins is a mathematician	0
Daniel Yamins is a handsome young man who knows math	Mr. Yamins focuses on algebraic geometry	1
Daniel Yamins is a handsome young man who knows math	Mr. Yamins is a great musician, but a terrible mathematician	2
If so, are they often close to the border?	I know they don't go anywhere near the border	2
If so, are they often close to the border?	I'm curious, are they usually in England?	1
If so, are they often close to the border?	The spokesperson wanted details of how often they approached the border	0
And, I think there's some molecular evidence that a highly organized ecosystem has survived to spread the lines.	Biology is changing dramatically	0
And, I think there's some molecular evidence that a highly organized ecosystem has survived to spread the lines.	Changes in the Temperature of Life	1
And, I think there's some molecular evidence that a highly organized ecosystem has survived to spread the lines.	Life is not subject to change	2
With the jump, the standard crystal/metal cannot store much data	Conventional crystals are particularly useful for storing large amounts of data	2
With the jump, the standard crystal/metal cannot store much data	Conventional crystals are not very useful for data storage	0
With the jump, the standard crystal/metal cannot store much data	There are other types of crystals that are useful for storing geographical information using laser beams	1
Therefore, adults should not assume the role of primary school guidance counsellors, as they sometimes do when assisting them with learning outcomes or other similar tasks.	Elementary school students are generally better at solving puzzles than playing educational games.	2
Therefore, adults should not assume the role of primary school guidance counsellors, as they sometimes do when assisting them with learning outcomes or other similar tasks.	Primary school students don't need a lot of help learning self-defense	0
Therefore, adults should not assume the role of primary school guidance counsellors, as they sometimes do when assisting them with learning outcomes or other similar tasks.	Elementary school students do not have the necessary modeling skills to predict outcomes on their own	1
[This country] was conceived in liberty and self-determination and dedicated itself to the idea that all men are created equal	Records of this wish have been written in several additional documents.	1
[This country] was conceived in liberty and self-determination and dedicated itself to the idea that all men are created equal	Some Believed That All Men Are Equal	0
[This country] was conceived in liberty and self-determination and dedicated itself to the idea that all men are created equal	This country was founded on the belief that some people are superior to others	2
Should we praise him excessively?	I know for sure that I need to beat him for his failure	2
Should we praise him excessively?	I'm wondering if he needs my gratitude.	0
Should we praise him excessively?	How much should I thank him for the piano work?	1
The translucency of the translucency can be built up to extreme levels	Other measurements can be used to construct complex networks	0
The translucency of the translucency can be built up to extreme levels	Networks are very useful as a data storage medium	1
The translucency of the translucency can be built up to extreme levels	Circulating channels cannot be considered in different scales	2
(terrifyingly) No, no, I don't want you to die!	I don't want you to die!	0
(terrifyingly) No, no, I don't want you to die!	I don't care if you die	2
(terrifyingly) No, no, I don't want you to die!	I would hate it if you died!	1
He was publicly hanged on March 19, 1875, in San Jose, California	California carried out mass executions until 1875	0
He was publicly hanged on March 19, 1875, in San Jose, California	He was acquitted of all charges and sent to the gallows	2
He was publicly hanged on March 19, 1875, in San Jose, California	Hanged for sedition and horse theft	1
Under chaos, a sea of green grass spreads	The sea was deep blue and as soft as glass	2
Under chaos, a sea of green grass spreads	The lake was full of small fish that were banging on the boat	1
Under chaos, a sea of green grass spreads	The Sea Was Green and Exhausted	0
An entirely new legal provision that sought to do away with the turmoil of the 1860s	By the 1870's, all law was broken and the nation was in turmoil	2
An entirely new legal provision that sought to do away with the turmoil of the 1860s	The 1860's were a turbulent time	0
An entirely new legal provision that sought to do away with the turmoil of the 1860s	The new law seeks to expand freedom of the press	1
He showed that any high level of thinking, first manifested in general communication, between the child and his representatives when performing joint actions.	Children can't share a higher level of thinking	2
He showed that any high level of thinking, first manifested in general communication, between the child and his representatives when performing joint actions.	Fishing is a common activity shared by many different cultures	1
He showed that any high level of thinking, first manifested in general communication, between the child and his representatives when performing joint actions.	Sharing routine activities sometimes helps in sharing a higher level of thinking	0
Some communities had rezadores or rezadoras, spiritual leaders who led the community in funeral prayers, celebrations of saints, and whenever a priest was not available	None of the neighbors had a nonpriestly clergy	2
Some communities had rezadores or rezadoras, spiritual leaders who led the community in funeral prayers, celebrations of saints, and whenever a priest was not available	Some communities had nonpriestly clergy	0
Some communities had rezadores or rezadoras, spiritual leaders who led the community in funeral prayers, celebrations of saints, and whenever a priest was not available	Some spiritual leaders had dark hair	1
In sociodramatic theatre as well, the opportunity to play and combine different roles is likely to help children understand differences and divisions in people's desires, beliefs, and emotions.	Children can learn how people look and how they differ	0
In sociodramatic theatre as well, the opportunity to play and combine different roles is likely to help children understand differences and divisions in people's desires, beliefs, and emotions.	Children can see how different races evolve	1
In sociodramatic theatre as well, the opportunity to play and combine different roles is likely to help children understand differences and divisions in people's desires, beliefs, and emotions.	Children cannot learn anything	2
The good news is that after the war, religion killed more people than the Nazis.	The Nazi Regime Approved	2
The good news is that after the war, religion killed more people than the Nazis.	The Nazi regime executed all those involved	1
The good news is that after the war, religion killed more people than the Nazis.	The Nazi Regime Stopped It	0
Sonja began to imitate her daughter's temper	No One Was Angry	2
Sonja began to imitate her daughter's temper	Sonja as a child	0
Sonja began to imitate her daughter's temper	Sonja was furious	1
6 In the fifty-five years before the Civil War, the Court rarely exercised this power	The Court occasionally exercised this power in the decades before the civil war	0
6 In the fifty-five years before the Civil War, the Court rarely exercised this power	The court exercised this power four times in the fifty-five years prior to the Civil War.	1
6 In the fifty-five years before the Civil War, the Court rarely exercised this power	The court exercised this power 5 million times in the 55 years before the Civil War.	2
I assure His Excellency that I have been informed of everything	I tell you that I have been given knowledge of all things	0
I assure His Excellency that I have been informed of everything	I was informed of the death of a police officer	1
I assure His Excellency that I have been informed of everything	A lot of details were kept from me.	2
The sounds disturbed Captain Blood to the point that he lost consciousness.	Capt. Blood was able to reflect on his uncomfortable thoughts without interruption.	2
The sounds disturbed Captain Blood to the point that he lost consciousness.	Captain Blood's thoughts were interrupted by rumors	0
The sounds disturbed Captain Blood to the point that he lost consciousness.	A dog's roar changed the captain's plans	1
But I can't forget that when I was no better than a slave in your uncle's household in Barbados, you hired me as a servant.	His Kindness to Me as a Slave in Barbados	0
But I can't forget that when I was no better than a slave in your uncle's household in Barbados, you hired me as a servant.	You've hurt me terribly, and you treat me worse than dirt	2
But I can't forget that when I was no better than a slave in your uncle's household in Barbados, you hired me as a servant.	My uncle beat me severely every day when he had me	1
There, about three kilometers away, there was a land--a rough wall of green that covered the western side.	A Better Place Still Ahead	0
There, about three kilometers away, there was a land--a rough wall of green that covered the western side.	The nearest island was uninhabited	1
There, about three kilometers away, there was a land--a rough wall of green that covered the western side.	They could see no land for miles, only an endless sea	2
I am His Majesty's emissary in these cruel places, and Lord Sunderland's cousin near	His Excellency has an apostle, and I am one of them.	0
I am His Majesty's emissary in these cruel places, and Lord Sunderland's cousin near	His Excellency sent me here last week	1
I am His Majesty's emissary in these cruel places, and Lord Sunderland's cousin near	I don't take orders from His Excellency	2
"He said, ""It's because of you - or at least I thought I did."	He Never Viewed Himself as in Debt	2
"He said, ""It's because of you - or at least I thought I did."	He owes you for helping him as a penniless beggar.	1
"He said, ""It's because of you - or at least I thought I did."	He thought he owed you a debt	0
I should have known better than to come near Jamaica at night.	Traveling near Jamaica at sunset	0
I should have known better than to come near Jamaica at night.	Sailing to Jamaica on a Large Ship	1
I should have known better than to come near Jamaica at night.	My wife and I arrived in Jamaica disgusted	2
Blood's thoughts were on this and other things as he lay there on the bed of death.	Blood had an unexpected dream on his bed of nails	2
Blood's thoughts were on this and other things as he lay there on the bed of death.	Blood was in the air while he slept	0
Blood's thoughts were on this and other things as he lay there on the bed of death.	Blood thought a lot about what had happened the last time he saw his mother	1
So then, I will tell you the truth.	Well then, I'll tell you about it	0
So then, I will tell you the truth.	I won't say a word to you	2
So then, I will tell you the truth.	Because you promised not to repeat what I'm about to tell you	1
Ah, what possibilities could there be	Someone is blocking your path	0
Ah, what possibilities could there be	Asks questions alone and has no one nearby to talk to	2
Ah, what possibilities could there be	The questioner is in a hurry and urgently needs directions	1
I don't give the king's duty lightly	Handing over the duties of the king is against my morals	1
I don't give the king's duty lightly	Meditating on the Roles of a King	0
I don't give the king's duty lightly	I signed the decision to hand over the Lord's mission without thinking twice.	2
He found that he could go back quickly	He Realized That He Had All Day to Change His Mind	2
He found that he could go back quickly	He Recognized the Urgency	0
He found that he could go back quickly	If he had stayed in one place, he would have been discovered	1
And yet he was the way he was and did the things he did three years ago, he said this, but he said those things now, he didn't use any of that in a derogatory way.	He is not happy that he has killed so many men in the last three years	1
And yet he was the way he was and did the things he did three years ago, he said this, but he said those things now, he didn't use any of that in a derogatory way.	He spoke proudly about his experiences and personality	2
And yet he was the way he was and did the things he did three years ago, he said this, but he said those things now, he didn't use any of that in a derogatory way.	He spoke in a harsh voice	0
I suspect that's what's behind your dress	I suspect that's what attackers like you do	0
I suspect that's what's behind your dress	I've read about people like you and their culture	1
I suspect that's what's behind your dress	I think that's weird for guys like you.	2
Discouragement can make you angry.	His face is very pale.	2
Discouragement can make you angry.	He felt a pain in his stomach	1
Discouragement can make you angry.	His face was filled with fear	0
He looked at him with his eyes shining, but when he saw his face he was depressed, and even a deep fear seized him in the hair, and his expression changed.	Her expression changed when she saw her face	0
He looked at him with his eyes shining, but when he saw his face he was depressed, and even a deep fear seized him in the hair, and his expression changed.	His face glows with fear in his eyes	2
He looked at him with his eyes shining, but when he saw his face he was depressed, and even a deep fear seized him in the hair, and his expression changed.	She didn't know if he was mad at her.	1
And he hurried round the wall, and entered into the court by the great gate.	Since the main gates were locked, he jumped over the fence and entered the courtyard	2
And he hurried round the wall, and entered into the court by the great gate.	Only the main gates provided access to the courtyard	1
And he hurried round the wall, and entered into the court by the great gate.	Large doors leading to the courtyard	0
Hanging him on a stake, he no doubt spoke abusively	She Thought Someone Was Going to the Tree	0
Hanging him on a stake, he no doubt spoke abusively	He was an innocent man who caught a thief	1
Hanging him on a stake, he no doubt spoke abusively	Fleeing the country to avoid imprisonment	2
How can I be honest with you? It was in the contract.	I couldn't bring myself to arrest them.	0
How can I be honest with you? It was in the contract.	I arrested them as soon as I saw them	2
How can I be honest with you? It was in the contract.	I wouldn't have forgiven myself if I had arrested you.	1
I'm going to hunt him this year	and the next year almost without knowing it	1
I'm going to hunt him this year	you've only been dating for a week	2
I'm going to hunt him this year	During the preceding and following year	0
A museum is not as important as a catalog or a logo	Museums are rarely labeled	1
A museum is not as important as a catalog or a logo	Museums are not like brochures	0
A museum is not as important as a catalog or a logo	The museum's main feature is the catalogue	2
These markets are open and are a great place to shop in Beijing	Beijing's open-air markets feature some of the most exciting shopping	0
These markets are open and are a great place to shop in Beijing	Beijing's open markets are the most exciting in the world	1
These markets are open and are a great place to shop in Beijing	Strict regulations in Beijing prohibit open markets on the outskirts of the city	2
A large bay on the northwest coast makes a good harbor, but the sea can be polluted.	Keeping the Waters and Seas Clean	2
A large bay on the northwest coast makes a good harbor, but the sea can be polluted.	Water and oceans can be polluted	0
A large bay on the northwest coast makes a good harbor, but the sea can be polluted.	Water contaminated by sewage	1
These clouds are banks, and the road along them is called the Milla de Oro, or Golden Mile	None of the clouds above the Golden Mile are banks	2
These clouds are banks, and the road along them is called the Milla de Oro, or Golden Mile	The skyline on the Golden Mile is a bank	0
These clouds are banks, and the road along them is called the Milla de Oro, or Golden Mile	Clouds on the Golden Mile are a diverse range of businesses, including banks	1
As luck would have it, participation in World War II began with a British Commonwealth air training program, using the good weather of Canada to prepare pilots for combat.	Canada had a safer climate	0
As luck would have it, participation in World War II began with a British Commonwealth air training program, using the good weather of Canada to prepare pilots for combat.	Canada's airspace was free of missiles	1
As luck would have it, participation in World War II began with a British Commonwealth air training program, using the good weather of Canada to prepare pilots for combat.	Canada's Weather Was Dangerous	2
And they continue to be patient and helpful, even though they know that their good fortune is no longer theirs alone.	They're angry and angry with everybody, and they're going to eat their lunch.	2
And they continue to be patient and helpful, even though they know that their good fortune is no longer theirs alone.	now they have to share the seat with other people	0
And they continue to be patient and helpful, even though they know that their good fortune is no longer theirs alone.	Feeding a Thousand Miles Under the Sea	1
Kublai Khan built his capital in 1279 on the shores of Beijing's Beihai Lake, where his imperial treasures remain visible to this day.	Kublai Khan established the capital in Taiwan	2
Kublai Khan built his capital in 1279 on the shores of Beijing's Beihai Lake, where his imperial treasures remain visible to this day.	Kublai Khan has a fortune in Beijing	0
Kublai Khan built his capital in 1279 on the shores of Beijing's Beihai Lake, where his imperial treasures remain visible to this day.	Kublai Khan was a highly respected man	1
When the family reunited, only the Protestant children attended the Westmount schools or moved to Toronto.	Eastern European Jews get along well with everyone	2
When the family reunited, only the Protestant children attended the Westmount schools or moved to Toronto.	Jews are not needed by other communities	1
When the family reunited, only the Protestant children attended the Westmount schools or moved to Toronto.	Jews readily assimilated into British society	0
If possible, practice the plan beforehand	Don't get ahead of yourself; it will ruin the fun later	2
If possible, practice the plan beforehand	Try to understand the plan in advance, if you can.	0
If possible, practice the plan beforehand	You will find the lesson easier if you can understand the purpose of the book	1
His burial chamber, 27 m (88 ft) below ground, is made of marble and has an area of 1200 square metres (13,000 sq ft)	Buried more than 65 feet [20 m] below the surface	0
His burial chamber, 27 m (88 ft) below ground, is made of marble and has an area of 1200 square metres (13,000 sq ft)	He Was a Great Man	1
His burial chamber, 27 m (88 ft) below ground, is made of marble and has an area of 1200 square metres (13,000 sq ft)	His wooden burial chamber	2
Remember to hide all light items from the pantry	Hide your possessions from the frog	0
Remember to hide all light items from the pantry	Monkeys are very interested in many things, including what you own.	1
Remember to hide all light items from the pantry	Don't try to hide what you have	2
Some 1,400 years before the construction of the Palace of Estei, Milreu was the main residence of a local aristocrat	Milreu was 10 kilometers away from everything	1
Some 1,400 years before the construction of the Palace of Estei, Milreu was the main residence of a local aristocrat	Milreu was out of the country	0
Some 1,400 years before the construction of the Palace of Estei, Milreu was the main residence of a local aristocrat	Milreu in the center of the city	2
The sea temperature varies between 18 and 24 degrees C (64 to 75 degrees F)	The temperature of the ocean fluctuates, but it does not sink below freezing	0
The sea temperature varies between 18 and 24 degrees C (64 to 75 degrees F)	Sea temperatures remain constant throughout the year	2
The sea temperature varies between 18 and 24 degrees C (64 to 75 degrees F)	Due to the high temperature of the day, when it is hot	1
Kinabalu National Park is one of the six protected areas in the country.	Kinabalu National Park is home to ten elephants and six hippos	1
Kinabalu National Park is one of the six protected areas in the country.	The country has protected areas, including Kinabalu National Park	0
Kinabalu National Park is one of the six protected areas in the country.	There are a total of three protected areas in the country	2
You'll see images of Anne and Amsterdam's history as well as photos and artifacts from the period	You won't see any pictures	2
You'll see images of Anne and Amsterdam's history as well as photos and artifacts from the period	You will see the photos	0
You'll see images of Anne and Amsterdam's history as well as photos and artifacts from the period	You'll see some of the earlier photos	1
Treasure Beach is the only resort you can think of, with only a handful of hotels spread out over three acres of sand	Very few hotels are available for visitors to Treasure Beach	0
Treasure Beach is the only resort you can think of, with only a handful of hotels spread out over three acres of sand	There is one four-star hotel available for tourists visiting Treasure Beach	1
Treasure Beach is the only resort you can think of, with only a handful of hotels spread out over three acres of sand	Treasure Beach is one of the many restaurants in the area.	2
Summer brings warmer (but not too hot) sea temperatures, making it ideal for diving, surfing, and other water sports.	It's always 100 degrees or more in the summer	2
Summer brings warmer (but not too hot) sea temperatures, making it ideal for diving, surfing, and other water sports.	Normally 75 in the summer	1
Summer brings warmer (but not too hot) sea temperatures, making it ideal for diving, surfing, and other water sports.	There is a lot of heat in summer	0
One of the pools is inhabited by tourists who toss coins in the hope of hitting each other on the head of a lizard, a sure way to good luck.	People never throw money away because it brings bad luck	2
One of the pools is inhabited by tourists who toss coins in the hope of hitting each other on the head of a lizard, a sure way to good luck.	People throwing coins despite a sign forbidding it	1
One of the pools is inhabited by tourists who toss coins in the hope of hitting each other on the head of a lizard, a sure way to good luck.	People throwing coins into the water	0
The port city of Nafplio is a great base for sightseeing, or perhaps a lunch spot during your trip.	Nafplio in the right direction	1
The port city of Nafplio is a great base for sightseeing, or perhaps a lunch spot during your trip.	Nafplio is a Bad Foundation	2
The port city of Nafplio is a great base for sightseeing, or perhaps a lunch spot during your trip.	Nafplio is a good foundation	0
I Prinsengracht, Otto Frank and his family hid in their shop for more than two years before they were discovered	Otto Frank's arrest on the second day	2
I Prinsengracht, Otto Frank and his family hid in their shop for more than two years before they were discovered	Otto Frank went into hiding for more than 25 months	0
I Prinsengracht, Otto Frank and his family hid in their shop for more than two years before they were discovered	Otto Frank went into hiding until the Nazis found him	1
Many municipalities and local governments need additional money managers.	Local governments conduct their own hearings	1
Many municipalities and local governments need additional money managers.	Local governments don't need it	2
Many municipalities and local governments need additional money managers.	Additional requirements have been addressed by local governments.	0
The Department of Communications and Security conducts workshops between the 8th and 12th grades each month.	Head of security attends 9 trainings a month	1
The Department of Communications and Security conducts workshops between the 8th and 12th grades each month.	The security chief trains one day a month	2
The Department of Communications and Security conducts workshops between the 8th and 12th grades each month.	The head of security attends several trainings a year	0
But, basically, it's an art that's been done before.	A Master Worker of the First Class	0
But, basically, it's an art that's been done before.	A skilled craftsman came at the last price	2
But, basically, it's an art that's been done before.	Without a baseline, the technology could be put on the back burner	1
As a result, government regulators and other authorities have offered alternative ways of thinking, incorporating alternative methods of target identification and using new information to support decision-making.	Representatives of the government are changing the way you work	0
As a result, government regulators and other authorities have offered alternative ways of thinking, incorporating alternative methods of target identification and using new information to support decision-making.	Representatives of the government are trying to increase the power by thinking differently	1
As a result, government regulators and other authorities have offered alternative ways of thinking, incorporating alternative methods of target identification and using new information to support decision-making.	Government Officials Refuse to Change Their Lifestyles	2
Files need to be translated for customers who read in a language other than English	Files allowed to be in English only	2
Files need to be translated for customers who read in a language other than English	Files can be submitted in either English or Russian.	1
Files need to be translated for customers who read in a language other than English	Files can be translated into other languages.	0
More donations are on the way and planned	Much of our energy is in the desire	1
More donations are on the way and planned	More to Come	2
More donations are on the way and planned	We have something planned for us	0
Including time, deletion of original computer files, and denial of access to necessary files	They downloaded computer files from IBM	1
Including time, deletion of original computer files, and denial of access to necessary files	Delete the original computer files	0
Including time, deletion of original computer files, and denial of access to necessary files	All original files have been preserved	2
A representative, who had visited previously, re-visited the new supplier to answer questions, and to discuss issues identified in some of the applications	The representative visited during the hour	1
A representative, who had visited previously, re-visited the new supplier to answer questions, and to discuss issues identified in some of the applications	A Visit From a Representative	0
A representative, who had visited previously, re-visited the new supplier to answer questions, and to discuss issues identified in some of the applications	We have not been visited	2
How saving affects not only wealth but also wealth affects how people choose to save it.	The choice of whether to save or not depends on one's financial situation	0
How saving affects not only wealth but also wealth affects how people choose to save it.	wealth and saving have nothing to do with each other	2
How saving affects not only wealth but also wealth affects how people choose to save it.	The rich are likely to save more on their income	1
